SITE_ID,SITE_IGBP,month,TA_F_avg,VPD_F_avg,P_F_avg,NETRAD_avg,NEE_VUT_REF_avg,NEE_VUT_REF_QC_avg,NEE_CUT_REF_avg,NEE_CUT_REF_QC_avg,GPP_NT_VUT_REF_avg,GPP_DT_VUT_REF_avg,GPP_NT_CUT_REF_avg,GPP_DT_CUT_REF_avg,RECO_NT_VUT_REF_avg,RECO_DT_VUT_REF_avg,RECO_NT_CUT_REF_avg,RECO_DT_CUT_REF_avg,ET_avg,BESS_PAR_avg,BESS_PARdiff_avg,BESS_RSDN_avg,CSIF_SIFdaily_avg,CSIF_SIFinst_avg,PET_avg,Ts_avg,Tmean_avg,prcp_avg,vpd_avg,prcp_lag3_avg,ESACCI_sm_avg,b1_avg,b2_avg,b3_avg,b4_avg,b5_avg,b6_avg,b7_avg,EVI_avg,GCI_avg,NDVI_avg,NDWI_avg,NIRv_avg,kNDVI_avg,Percent_Snow_avg,Fpar_avg,Lai_avg,LST_Day_avg,LST_Night_avg,CO2_concentration_avg,dataset,MODIS_LC,MODIS_IGBP,MODIS_PFT,koppen_sub,koppen,hemisphere,LOCATION_LAT,LOCATION_LONG
FI-Let,ENF,11,1.65166666666667,0.397166666666667,1.98791666666667,-11.1150402141,1.51215583333333,0.934259416666667,1.49131333333333,0.9342015,0.380040875,0.444625166666667,0.394884216666667,0.469098833333333,1.92863416666667,1.72582416666667,1.88584333333333,1.71903133333333,0.0223639079166667,6.41666666666667,4.16666666666667,10.5,0.0302629325,0.150011254833333,-0.00134658325,274.6965775,274.877779166667,0.0018655114166666,0.0561040594166667,0.0057772973333333,0.330917549166667,0.0475493888333333,0.154874941666667,0.0448711609166667,0.0553827751666667,0.1316726375,0.0623982278333333,0.0267352218333333,0.244504848181818,2.71680979166667,0.59398128,0.406615576666667,0.0857634151666667,0.353051893333333,10.644440475,0.47139802814291176,1.4107357470966033,271.653333333333,268.446666666667,398.679166666667,ICOS2020,1,ENF,ENF,Dfc,Cold,N,60.64183,23.95952
FI-Let,ENF,12,-0.9019,0.2908,1.6754,-16.260760624375,1.083633,0.9426748,1.0755456,0.9416667,0.07216551,0.15840263,0.08526065,0.156266511,1.1826782,1.08455749,1.1764377,1.09609015,0.0161236826,2.8,1.7,4.7,0.0134104807,0.0851528612,-0.0010432819,271.82643,272.175487,0.0022511437,0.0465763916,0.0058398417,0.337610492,0.09415284708073625,0.2481577327087127,0.06318375328940291,0.09032578663909083,0.2549171339270624,0.18840978986846046,0.11144319859565201,0.29324402477658323,2.780138120753199,0.5156758621963391,0.1553927609396808,0.12674528734171064,0.28881649302751955,12.406636111733743,0.47139802814291176,1.4107357470966033,267.12,265.946,401.045,ICOS2020,1,ENF,ENF,Dfc,Cold,N,60.64183,23.95952
FI-Lom,WET,1,-11.2253333333333,0.343,0.763333333333333,-11.1195215176667,0.202190966666667,0.947804666666667,0.203177333333333,0.944220333333333,-0.0428839333333333,0.00379148,-0.0455966666666667,9.14756666666667E-5,0.163881066666667,0.129874,0.154077266666667,0.1416825,0.008511807,1.0,0.666666666666667,1.33333333333333,-6.548183333333E-4,-0.0100929196666667,-5.461126666666E-4,261.98638,262.516396666667,0.0012717453333333,0.0387542643333333,0.004929648,0.24943720478288073,0.09415284708073625,0.2481577327087127,0.06318375328940291,0.09032578663909083,0.2549171339270624,0.18840978986846046,0.11144319859565201,0.29324402477658323,2.780138120753199,0.5156758621963391,0.1553927609396808,0.12674528734171064,0.28881649302751955,12.406636111733743,0.47139802814291176,1.4107357470966033,256.746666666667,258.54,383.576666666667,FLUXNET,8,WSA,SA,Dfc,Cold,N,67.99724,24.20918
FI-Lom,WET,2,-15.4035,0.3505,0.4055,-7.969980654,0.09136995,0.8816965,0.083949,0.8675595,-0.0102053,0.01206985,-0.01772825,0.001242465,0.08446055,0.0952495,0.08478355,0.1091443,0.1635551,6.0,4.0,13.5,-0.0027103075,-0.0137871875,-2.92752E-4,257.91527,258.43881,9.59989E-4,0.0331855055,0.0037624095,0.24943720478288073,0.31525681,0.36025938,0.374618165,0.351236215,0.197521445,0.059701276,0.0281903395,0.23262884,0.092269065,0.074495118,0.712997725,0.0250790075,0.0089839325,100.0,0.47139802814291176,1.4107357470966033,254.45,252.66,383.745,FLUXNET,8,WSA,SA,Dfc,Cold,N,67.99724,24.20918
FI-Lom,WET,3,-8.1905,0.66,0.589,-14.981434465,0.062418425,0.872984,0.060856105,0.872312,-0.0023035,0.0526822,-1.350999999999E-4,0.007840197,0.06061385,0.0908185,0.0584337,0.086093,0.842269875,23.0,12.0,51.5,-0.002758009,-0.0093452375,-0.00187619,265.185055,265.478615,9.43663E-4,0.059778117,0.0031132505,0.24943720478288073,0.296996235,0.36918045,0.333816725,0.320755915,0.229785055,0.080145115,0.03606453,0.2818159,0.152627645,0.109382765,0.644587565,0.040049792,0.0122990725,100.0,0.13,0.15,262.45,255.25,385.23,FLUXNET,8,WSA,SA,Dfc,Cold,N,67.99724,24.20918
FI-Lom,WET,4,-2.3355,1.8005,0.739,-6.7733089475,0.143691,0.826389,0.14237005,0.826736,0.00402635,0.04536535,0.00588359,0.03571865,0.1402332,0.16308195,0.1417527,0.1959742,2.0381132,57.5,30.5,127.5,-0.0055739705,-0.014140987,-0.006376818,270.41706,270.7209,8.03681E-4,0.1262936275,0.0028153255,0.24943720478288073,0.335520015,0.38997413,0.349041645,0.350326665,0.20539999,0.0747591675,0.0322350005,0.17413801,0.113102743,0.074773588,0.6799586,0.0292686875,0.0058513595,100.0,0.115,0.15,270.25,262.15,385.765,FLUXNET,8,WSA,SA,Dfc,Cold,N,67.99724,24.20918
FI-Lom,WET,5,4.531,2.84,1.748,75.7792842033333,0.785069666666667,0.911738333333333,0.780976666666667,0.911290333333333,0.290645,0.268863666666667,0.299523,0.230303,1.08639966666667,0.979664,1.08967133333333,0.996014,2.96793833333333,75.0,42.6666666666667,162.333333333333,0.049159076,0.101385625666667,-0.0097237526666666,276.303766666667,276.811216666667,0.0020039423333333,0.209252283333333,0.003896691,0.283055136666667,0.17096576,0.251375326666667,0.159953688,0.175181058666667,0.167395316666667,0.0967149816666667,0.0479764863333333,0.177326333333333,1.35763372,0.301632816666667,0.40310427,0.0564753083333333,0.141337286,58.559141,0.19,0.4,277.873333333333,269.553333333333,385.406666666667,FLUXNET,8,WSA,SA,Dfc,Cold,N,67.99724,24.20918
FI-Lom,WET,6,9.96033333333333,4.493,2.207,100.07246919,-0.759253133333333,0.979398,-0.761669366666667,0.978472333333333,2.99681333333333,3.33268333333333,3.02744,3.15449666666667,2.26282666666667,2.40319666666667,2.27927333333333,2.36544,3.4039471,86.6666666666667,47.3333333333333,187.666666666667,0.215750023333333,0.41965441,-0.013907137,282.673186666667,282.965573333333,0.0025404486666666,0.415622723333333,0.0054960903333333,0.277332463333333,0.0372772246666667,0.191381096666667,0.0192755546666667,0.0416672253333333,0.214983326666667,0.139016113333333,0.0638411086666667,0.302627533333333,3.58988753333333,0.66941765,0.15605528,0.12933559,0.421256756666667,0.3,0.43,1.13333333333333,287.64,276.08,385.275,FLUXNET,8,WSA,SA,Dfc,Cold,N,67.99724,24.20918
FI-Lom,WET,7,12.656,3.852,2.51766666666667,84.3248295033333,-2.96161,0.973566333333333,-2.96391333333333,0.973118333333333,6.29336,6.78133666666667,6.31528666666667,6.75448,3.32759333333333,3.71564,3.35568666666667,3.67863,2.5976507,82.0,45.0,176.0,0.29567894,0.604255466666667,-0.0121147433333333,285.734176666667,285.824806666667,0.0022803263333333,0.410884993333333,0.0068247176666666,0.261892596666667,0.030119354,0.225588173333333,0.01553871,0.0413655906666667,0.229705366666667,0.130240853333333,0.0527107503333333,0.378893866666667,4.47513756666667,0.7642648,0.26824568,0.17249266,0.525583063333333,0.150537633333333,0.533333333333333,1.56666666666667,290.06,278.646666666667,384.623333333333,FLUXNET,8,WSA,SA,Dfc,Cold,N,67.99724,24.20918
FI-Lom,WET,8,11.2163333333333,3.18066666666667,1.81766666666667,53.0022908433333,-1.012192,0.951164666666667,-1.007392,0.950044666666667,4.17745,4.35873,4.14475666666667,4.28391333333333,3.17181333333333,3.09629666666667,3.13556666666667,3.11158666666667,0.787312826666667,58.3333333333333,31.6666666666667,125.0,0.232820236666667,0.551156763333333,-0.008817976,284.539786666667,284.52292,0.0027073963333333,0.319552813333333,0.0075281716666666,0.241024246666667,0.0288946216666667,0.215995706666667,0.014764517,0.03854785,0.218265043333333,0.120394086666667,0.0479026833333333,0.365774373333333,4.6135373,0.763734213333333,0.284268956666667,0.16510097,0.524994086666667,0.892473133333333,0.606666666666667,1.5,286.626666666667,276.56,383.823333333333,FLUXNET,8,WSA,SA,Dfc,Cold,N,67.99724,24.20918
FI-Lom,WET,9,5.855,1.841,1.96133333333333,10.2569322843333,0.722504666666667,0.94213,0.725774666666667,0.943055666666667,0.91825,0.845248666666667,0.91234,0.816172333333333,1.63357666666667,1.36075,1.63112333333333,1.40075,0.13088023,31.6666666666667,17.3333333333333,68.6666666666667,0.0898299553333333,0.265297943333333,-0.005209215,278.701703333333,278.73095,0.001822846,0.16389622,0.006810569,0.20836351,0.0345011096666667,0.169384996666667,0.0156055553333333,0.035372224,0.18021998,0.101096665,0.0434249986666667,0.26729286,3.81452266666667,0.65977201,0.251604653333333,0.112129672666667,0.40998135,0.30000001,0.433333333333333,0.766666666666667,280.22,273.24,383.41,FLUXNET,8,WSA,SA,Dfc,Cold,N,67.99724,24.20918
FI-Lom,WET,10,-0.0736666666666668,0.718,1.335,-13.303177,0.59863,0.977598333333333,0.599092333333333,0.976478333333333,0.0168938666666667,0.0695037666666667,0.0126920333333333,0.0647053333333333,0.627866666666667,0.623038666666667,0.61601,0.637288,0.0355575693333333,10.0,5.66666666666667,22.3333333333333,0.0300055293333333,0.124080928666667,-0.001603447,272.449346666667,272.6794,0.0014955316666666,0.0606008566666667,0.0060257743333333,0.283751843333333,0.0539453146666667,0.160724503333333,0.0438847793333333,0.0566314306666667,0.159456,0.086821977,0.0407110033333333,0.233343893333333,2.84550326666667,0.55989268,0.279018516666667,0.0835475533333333,0.31883151,19.1792113333333,0.38,0.666666666666667,271.22,267.946666666667,383.423333333333,FLUXNET,8,WSA,SA,Dfc,Cold,N,67.99724,24.20918
FI-Lom,WET,11,-5.86433333333333,0.315333333333333,1.905,-12.6913238383333,0.278089,0.978240666666667,0.272963666666667,0.977083333333333,-0.0083342333333333,0.0180767,-0.0152951333333333,0.0068751833333333,0.274136,0.258107333333333,0.262518,0.231359333333333,0.0085984166666666,2.0,1.0,4.0,1.66386E-4,0.0012506226666666,-6.122126666666E-4,267.19915,267.653583333333,0.0019138696666666,0.0378803563333333,0.0052322476666666,0.280556203333333,0.09415284708073625,0.2481577327087127,0.06318375328940291,0.09032578663909083,0.2549171339270624,0.18840978986846046,0.11144319859565201,0.29324402477658323,2.780138120753199,0.5156758621963391,0.1553927609396808,0.12674528734171064,0.28881649302751955,33.333332,0.47139802814291176,1.4107357470966033,262.2,262.053333333333,384.108333333333,FLUXNET,8,WSA,SA,Dfc,Cold,N,67.99724,24.20918
FI-Lom,WET,12,-7.685,0.445666666666667,1.40633333333333,-11.854147365,0.210583666666667,0.931899666666667,0.209473666666667,0.931899666666667,0.0356306666666667,0.0027192086666666,0.0418362,5.142706666666E-4,0.254829,0.245848,0.254891666666667,0.227077,1.41666666666667E-5,0.0,0.0,0.0,0.0,-8.70012E-4,-8.416846666666E-4,265.09397,265.6939,0.0012806043333333,0.0419925006666667,0.004690006,0.24943720478288073,0.09415284708073625,0.2481577327087127,0.06318375328940291,0.09032578663909083,0.2549171339270624,0.18840978986846046,0.11144319859565201,0.29324402477658323,2.780138120753199,0.5156758621963391,0.1553927609396808,0.12674528734171064,0.28881649302751955,12.406636111733743,0.47139802814291176,1.4107357470966033,260.02,260.393333333333,384.781666666667,FLUXNET,8,WSA,SA,Dfc,Cold,N,67.99724,24.20918
FI-Qvd,CRO,1,2.847,1.897,1.884,-25.29224834,0.947193,0.959005,0.946839,0.959005,0.102508,0.223305,0.113006,0.229035,1.06243,1.07332,1.05988,1.13607,0.14995207,15.0,9.0,8.0,0.14615525132880283,0.4089560298315824,-0.005342983,275.37582,275.8408,0.001965227,0.106794514,0.007979744,0.32435262,0.20576666,0.27395275,0.21489722,0.22030835,0.18335277,0.07506111,0.035544444,0.19035973,0.63886374,0.21481042,0.5256945,0.042885944,0.0757404,57.77256,0.47139802814291176,1.4107357470966033,271.44,271.32,411.225,ICOS2020,8,WSA,SA,Dfb,Cold,N,60.295242,22.391607
FI-Qvd,CRO,2,1.156,1.999,3.431,-8.219985632,0.619668,0.962644,0.624015,0.962644,0.327085,0.463366,0.285993,0.462206,0.95153,0.849528,0.949466,0.867817,0.81908554,57.0,29.0,28.0,0.14615525132880283,0.4089560298315824,-0.006370969,273.9901,274.36597,0.002540551,0.13498113,0.007562111,0.3150668,0.0515,0.14103793,0.031201724,0.050182756,0.14868276,0.09503103,0.053731035,0.1842814,1.8245709,0.4661092,0.20466259,0.065793425,0.21391296,0.0,0.37,0.6,272.08,268.62,411.455,ICOS2020,8,WSA,SA,Dfb,Cold,N,60.295242,22.391607
FI-Qvd,CRO,3,1.698,2.233,1.975,14.17450198,0.512632,0.983871,0.511448,0.983871,0.503479,0.639278,0.490533,0.65012,1.00175,0.961923,1.00195,1.02746,2.669604,149.0,73.0,73.0,0.14615525132880283,0.4089560298315824,-0.008427925,274.73386,275.0709,0.002152563,0.16618632,0.00665834,0.34142414,0.050056454,0.14421612,0.028677417,0.046133876,0.16138385,0.11646291,0.06390484,0.19130139,2.1284406,0.48528704,0.110022895,0.0698743,0.23143958,0.67741936,0.37,0.6,274.62,269.68,411.63,ICOS2020,8,WSA,SA,Dfb,Cold,N,60.295242,22.391607
FI-Qvd,CRO,4,5.221,4.259,0.6265,58.65742299,-0.2052135,0.948264,-0.210092,0.9472225,2.33462,2.924535,2.320505,2.83259,2.098705,1.3863755,2.104135,1.55065,5.48039915,173.5,76.0,147.5,0.14615525132880283,0.4089560298315824,-0.013080273,278.64882,278.476215,7.575675E-4,0.286618815,0.005225735,0.32012346,0.0588733335,0.165311665,0.0329683315,0.054194994,0.19360665,0.154676665,0.091443333,0.20910965,2.0483365,0.47434981,0.0335182265,0.078525665,0.22156421,0.4,0.45,0.9,284.26,271.57,411.33,ICOS2020,8,WSA,SA,Dfb,Cold,N,60.295242,22.391607
FI-Qvd,CRO,5,9.2145,4.8225,1.4515,95.19549109,-2.06449,0.956653,-2.05917,0.955309,7.49887,6.411095,7.457685,6.380705,5.403225,4.193155,5.40625,4.116175,7.83048935,260.5,100.0,208.5,0.14615525132880283,0.4089560298315824,-0.0163969285,282.85134,282.49314,0.0016133095,0.37816448,0.0044941255,0.28458868,0.0518306465,0.20141452,0.0288032255,0.054767741,0.217743545,0.155979045,0.08496774,0.28831805,2.68675635,0.588247805,0.12557055,0.11936332,0.334109885,0.0,0.565,1.5,289.97,276.25,412.09,ICOS2020,8,WSA,SA,Dfb,Cold,N,60.295242,22.391607
FI-Qvd,CRO,6,15.8245,7.077,0.639,116.3843715,-2.074,0.9774305,-2.07599,0.9774305,7.163845,7.033435,7.049095,7.041375,4.98209,5.153605,4.958175,5.035125,10.6112745,119.0,46.5,258.0,0.14615525132880283,0.4089560298315824,-0.0235749075,289.806505,289.151135,0.0011002295,0.671310315,0.002953682,0.30283922,0.042203337,0.2585683,0.0247533325,0.0529700025,0.246029995,0.14925167,0.068350002,0.40796476,3.913317,0.71955529,0.26806626,0.186259625,0.475997425,0.0,0.725,2.7,295.37,282.16,409.3625,ICOS2020,8,WSA,SA,Dfb,Cold,N,60.295242,22.391607
FI-Qvd,CRO,7,17.7723333333333,7.20533333333333,2.36566666666667,108.32090951,-1.664779,0.929435333333333,-1.71126833333333,0.919803,8.70387333333333,9.00226666666667,8.59575,9.06626666666667,6.88169333333333,7.08191333333333,6.88682666666667,6.97236666666667,9.5642865,204.0,94.0,214.0,0.14615525132880283,0.4089560298315824,-0.019594848,291.676216666667,291.417033333333,0.0025564483333333,0.689088466666667,0.0050816113333333,0.304460776666667,0.0321978473333333,0.255716126666667,0.0194505386666667,0.0440172026666667,0.23484194,0.13740644,0.0591774196666667,0.428920793333333,4.82963013333333,0.77623215,0.300728033333333,0.19859028,0.538759033333333,0.0,0.75,2.9,295.893333333333,285.286666666667,409.863333333333,ICOS2020,8,WSA,SA,Dfb,Cold,N,60.295242,22.391607
FI-Qvd,CRO,8,16.866,5.495,1.95933333333333,80.3642744833333,-0.881158333333333,0.928987666666667,-0.8893386,0.927643333333333,7.10662,7.29292,7.07397,7.32076,6.14796666666667,6.13792333333333,6.19841333333333,6.13827666666667,7.41909506666667,170.666666666667,71.3333333333333,171.666666666667,0.14615525132880283,0.4089560298315824,-0.016711275,291.061736666667,290.88433,0.0017734883333333,0.57032733,0.0055587323333333,0.308560216666667,0.0334354806666667,0.231893536666667,0.0218236563333333,0.042589245,0.22183116,0.13396668,0.0580892443333333,0.391001473333333,4.52299756666667,0.745925366666667,0.265864673333333,0.17376411,0.505051633333333,0.0,0.69,2.33333333333333,293.06,284.986666666667,409.208333333333,ICOS2020,8,WSA,SA,Dfb,Cold,N,60.295242,22.391607
FI-Qvd,CRO,9,12.47,3.06666666666667,2.65833333333333,27.6732845633333,-0.115146133333333,0.901620333333333,-0.116520766666667,0.901157333333333,5.21392333333333,5.22989666666667,5.19792666666667,5.17630666666667,5.08810666666667,5.11220666666667,5.08418666666667,4.93852,3.19881923333333,91.0,45.6666666666667,90.6666666666667,0.14615525132880283,0.4089560298315824,-0.011709879,286.263213333333,286.452983333333,0.0023976246666666,0.32947516,0.006727561,0.301473746666667,0.030564443,0.202539443333333,0.0161683323333333,0.0379161086666667,0.200529456666667,0.125128893333333,0.0556599966666667,0.339986376666667,4.3843166,0.738333563333333,0.236753436666667,0.149546096666667,0.496847703333333,0.0,0.646666666666667,1.56666666666667,287.44,280.946666666667,408.701666666667,ICOS2020,8,WSA,SA,Dfb,Cold,N,60.295242,22.391607
FI-Qvd,CRO,10,7.083,1.713,2.34766666666667,-3.081749276,0.540683466666667,0.957885333333333,0.5422018,0.957661333333333,2.22148,2.56320666666667,2.21212666666667,2.55639666666667,2.75715,2.90808,2.75254666666667,2.90985,0.846752133333333,35.0,19.6666666666667,39.0,0.14615525132880283,0.4089560298315824,-0.0055692073333333,280.426836666667,280.74406,0.0021621353333333,0.153304546666667,0.0063332486666666,0.320892303333333,0.0341190343333333,0.16993046,0.019124796,0.0396609493333333,0.171307713333333,0.106122886666667,0.0490545133333333,0.274894456666667,3.3263592,0.663007146666667,0.22993104,0.11331048,0.413876263333333,0.0,0.52,1.0,279.24,275.613333333333,408.838333333333,ICOS2020,8,WSA,SA,Dfb,Cold,N,60.295242,22.391607
FI-Qvd,CRO,11,3.97266666666667,1.54033333333333,2.52133333333333,-13.734965457,0.988613333333333,0.975000333333333,0.984524666666667,0.975000333333333,0.466087333333333,0.71438,0.485005666666667,0.702603,1.47733,1.46443666666667,1.46852666666667,1.44663,0.0239158093333333,10.6666666666667,6.33333333333333,11.0,0.14615525132880283,0.4089560298315824,-0.0043281293333333,277.15263,277.465083333333,0.0020779103333333,0.111995285,0.0066376703333333,0.322968866666667,0.0398845346666667,0.145754836666667,0.0291212953333333,0.046014561,0.14602503,0.0868164466666667,0.0427590483333333,0.22654138,2.23325223333333,0.570752046666667,0.25449838,0.0834350486666667,0.316548853333333,3.1715556,0.47139802814291176,1.4107357470966033,274.786666666667,271.566666666667,409.785,ICOS2020,8,WSA,SA,Dfb,Cold,N,60.295242,22.391607
FI-Qvd,CRO,12,1.07966666666667,1.66433333333333,2.66,-14.8380726733333,0.885894666666667,0.976702333333333,0.884329,0.977822333333333,-0.0238507333333333,0.177026333333333,-0.0274555666666667,0.176772333333333,0.857348333333333,0.929872333333333,0.856743666666667,0.961453333333333,0.0432191453333333,4.33333333333333,2.66666666666667,4.66666666666667,0.14615525132880283,0.4089560298315824,-0.003297853,274.088576666667,274.40905,0.0026171656666666,0.0769702033333333,0.0068572113333333,0.24943720478288073,0.09415284708073625,0.2481577327087127,0.06318375328940291,0.09032578663909083,0.2549171339270624,0.18840978986846046,0.11144319859565201,0.29324402477658323,2.780138120753199,0.5156758621963391,0.1553927609396808,0.12674528734171064,0.28881649302751955,12.406636111733743,0.47139802814291176,1.4107357470966033,267.933333333333,267.9,410.371666666667,ICOS2020,8,WSA,SA,Dfb,Cold,N,60.295242,22.391607
FI-Sii,GRA,1,-4.317,0.3305,0.942666666666667,83.82560482347512,0.20881675,0.965054,0.20926825,0.9625335,-0.01257965,0.0172866375,-0.011303025,0.0139727775,0.19677575,0.2147035,0.196688,0.22530925,0.07456883,5.25,3.5,6.5,0.0090999865,0.0567795475,-0.00210933775,268.942385,269.0697375,0.0015587195,0.04968831825,0.00572467575,0.24820894,0.3196197775,0.38659842,0.344392695,0.333598425,0.1971328075,0.059901564,0.02364583325,0.21387663,0.2082809675,0.105696035,0.7304486375,0.038734732,0.01726801275,97.523135,0.47139802814291176,1.4107357470966033,263.93,262.72,407.4425,ICOS2020,1,ENF,ENF,Dfc,Cold,N,61.83265,24.19285
FI-Sii,GRA,2,-3.29466666666667,0.581,0.7695,83.82560482347512,0.171666333333333,0.988352,0.172396333333333,0.989344,0.0103703066666667,0.0207617766666667,0.0107794733333333,0.0229170333333333,0.182181233333333,0.162793,0.181751366666667,0.181639,0.387034123333333,24.6666666666667,14.3333333333333,25.0,0.0242493376666667,0.101240443666667,-0.003581484,269.886003333333,270.05482,0.0017567866666666,0.0661165733333333,0.004950574,0.29429558,0.2149117,0.312889643333333,0.221900233333333,0.2256766,0.184438733333333,0.0692572343333333,0.0299180943333333,0.259758606666667,0.789639713333333,0.240472713333333,0.6136049,0.0621980713333333,0.0843110956666667,76.0591133333333,0.453333333333333,0.7,267.58,261.673333333333,408.153333333333,ICOS2020,1,ENF,ENF,Dfc,Cold,N,61.83265,24.19285
FI-Sii,GRA,3,-2.3296,1.1614,0.77375,83.82560482347512,0.17649576,0.9564516,0.17336294,0.9514786,0.033703498,0.041739472,0.035284662,0.035557678,0.205877,0.1851212,0.2106758,0.218795,1.22296966,49.6,27.2,69.0,0.038468703,0.1255954134,-0.0064481274,270.66791,270.730426,0.0012895496,0.101970836,0.00454815,0.27446163,0.2054268712,0.303172786,0.1948779612,0.2088912612,0.182284158,0.0745279292,0.0327091414,0.227844246,0.94345631,0.261742142,0.5710448,0.0633819884,0.098356097,70.5870968,0.35,0.54,269.772,261.912,406.819,ICOS2020,1,ENF,ENF,Dfc,Cold,N,61.83265,24.19285
FI-Sii,GRA,4,2.7824,2.4326,1.53525,83.82560482347512,0.21590034,0.9416666,0.21080716,0.9397222,0.329743,0.2827242,0.3325882,0.2581024,0.5379056,0.4449934,0.5440226,0.480005,2.62010644,97.6,49.4,129.8,0.0804933436,0.211509036,-0.0123749218,275.791656,275.781018,0.0016607452,0.201029114,0.0046776312,0.25901452,0.0996507794,0.210015856,0.0801266492,0.0976441786,0.164627866,0.097330555,0.0474812974,0.225178132,2.34037778,0.458889926,0.337778954,0.0832095364,0.242090707,23.9200002,0.468,0.96,278.892,268.468,407.788,ICOS2020,1,ENF,ENF,Dfc,Cold,N,61.83265,24.19285
FI-Sii,GRA,5,9.6424,5.5076,1.2895,83.82560482347512,-0.08894322,0.9275538,-0.11012568,0.9158602,1.4026838,1.1917374,1.411411,1.2321224,1.2948262,1.0342836,1.3180578,0.8506794,4.89569228,152.6,65.0,207.6,0.159808526,0.367259468,-0.0233824206,283.270926,283.246986,0.001497864,0.47951481,0.0044481586,0.2698775,0.0453825808,0.194530314,0.0233948368,0.043686452,0.20513161,0.134134192,0.066489671,0.28840194,3.45380402,0.620270732,0.182608122,0.120975738,0.367003674,0.0,0.61,1.62,290.448,274.32,408.425,ICOS2020,1,ENF,ENF,Dfc,Cold,N,61.83265,24.19285
FI-Sii,GRA,6,14.505,6.7594,2.36625,83.82560482347512,-0.9017016,0.9487502,-0.9185934,0.9475002,2.847776,2.832318,2.84324,2.846754,1.934148,1.836942,1.94467,1.827632,4.60796942,169.2,76.2,211.2,0.262659982,0.570183586,-0.02653985,288.171006,288.116466,0.0025192602,0.638359092,0.005677869,0.272895192,0.043987332,0.234410328,0.0232630006,0.047249999,0.234210992,0.141246,0.0659233276,0.359499496,3.9664124,0.683637502,0.248107414,0.160422322,0.436165856,0.0,0.656,2.1,293.788,279.456,408.277,ICOS2020,1,ENF,ENF,Dfc,Cold,N,61.83265,24.19285
FI-Sii,GRA,7,15.8108,5.6546,1.92325,83.82560482347512,-0.8821306,0.9465056,-0.8907692,0.9432796,3.28513,3.284356,3.293892,3.265872,2.388822,2.330298,2.41078,2.343546,2.25423874,143.4,74.4,190.6,0.276677396,0.621855944,-0.0194713058,289.671502,289.742228,0.0026394758,0.525727832,0.0066566,0.2802321,0.0388035464,0.240849662,0.0210558058,0.0437825796,0.228936112,0.13155742,0.057465162,0.384038856,4.51692738,0.72275633,0.294535508,0.174097748,0.479533346,0.0,0.708,2.52,293.64,281.328,407.51,ICOS2020,1,ENF,ENF,Dfc,Cold,N,61.83265,24.19285
FI-Sii,GRA,8,14.276,3.8945,2.905,83.82560482347512,-0.405988625,0.95698925,-0.3975395,0.955309,2.7626975,2.5845675,2.771755,2.6219275,2.3609275,2.340845,2.368385,2.3919675,2.323092935,123.25,59.25,139.75,0.213946525,0.53838374,-0.01534245375,288.270225,288.34275,0.0027596255,0.38752911,0.00816267175,0.26664978,0.0342925305,0.22343564,0.01882346975,0.03858906375,0.2101032075,0.1177770965,0.049165241,0.36692947,4.824172875,0.7344935875,0.310539985,0.164048135,0.49257273,0.0,0.655,2.1,290.8,280.465,406.87625,ICOS2020,1,ENF,ENF,Dfc,Cold,N,61.83265,24.19285
FI-Sii,GRA,9,10.0932,1.9272,2.268,83.82560482347512,0.21010916,0.9554168,0.21751568,0.9547222,1.39509,1.376804,1.396306,1.413086,1.610116,1.47411,1.613104,1.428452,0.461456114,66.4,34.8,85.4,0.137339948,0.412410836,-0.0096116172,284.176032,284.28169,0.0023071644,0.216110844,0.0075812892,0.248731282,0.0362673346,0.202575332,0.0186073332,0.0374073316,0.195814654,0.1104516652,0.0462899984,0.324360968,4.4273501,0.6959862,0.294339296,0.141080642,0.44984442,0.0,0.684,1.6,286.68,277.484,406.26,ICOS2020,1,ENF,ENF,Dfc,Cold,N,61.83265,24.19285
FI-Sii,GRA,10,3.966,0.745,1.60525,83.82560482347512,0.4043988,0.9665324,0.4059906,0.9659946,0.3335482,0.3971898,0.3420978,0.401178,0.7393908,0.712273,0.7466408,0.711876,0.0558860426,23.4,14.8,31.8,0.0665095782,0.255032782,-0.0044887426,277.763328,277.85816,0.0020698826,0.0903661688,0.0070116956,0.262475092,0.0497017134,0.189348442,0.0334924194,0.0496023662,0.174680234,0.094101228,0.0402842288,0.281618126,3.82392354,0.62416951,0.328720122,0.1142687616,0.381759624,3.565364996,0.516,1.02,276.684,271.104,406.439,ICOS2020,1,ENF,ENF,Dfc,Cold,N,61.83265,24.19285
FI-Sii,GRA,11,0.4656,0.3518,1.98575,83.82560482347512,0.3623954,0.9772222,0.3641342,0.9756944,0.0395059,0.07485024,0.041452482,0.08152608,0.4029122,0.4126668,0.4048566,0.4361392,0.0245910998,7.2,4.8,8.8,0.0411361634,0.215995246,-0.002460915,274.077284,274.184478,0.0021763298,0.0543551354,0.0065533766,0.2486461,0.0697233388,0.183907982,0.0635502248,0.0750110224,0.15268139,0.074414436,0.0305663652,0.253671072,2.48498588,0.54090448,0.393827406,0.0886566,0.307350694,13.79660284,0.47139802814291176,1.4107357470966033,269.416,266.488,407.323,ICOS2020,1,ENF,ENF,Dfc,Cold,N,61.83265,24.19285
