SITE_ID,dataset,start_year,end_year,path,dup,IGBP,LOCATION_ELEV,LOCATION_LAT,LOCATION_LONG,SITE_NAME,koppen_sub,koppen_main,koppen_name,koppen_main_name,C3/C4,C4_percent
MY-PSO,FLUXNET,2003,2009,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_MY-PSO_FLUXNET2015_FULLSET_MM_2003-2009_1-4.csv,False,EBF,,2.973,102.3062,Pasoh Forest Reserve (PSO),1,1,Af,Tropical,C3,0.22
NL-Hor,FLUXNET,2004,2011,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_NL-Hor_FLUXNET2015_FULLSET_MM_2004-2011_1-4.csv,False,GRA,2.2,52.24035,5.0713,Horstermeer,15,3,Cfb,Temperate,C3,0.0
PA-SPn,FLUXNET,2007,2009,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_PA-SPn_FLUXNET2015_FULLSET_MM_2007-2009_1-4.csv,False,DBF,78.0,9.31814,-79.6346,Sardinilla Plantation,2,1,Am,Tropical,C3,0.0
PA-SPs,FLUXNET,2007,2009,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_PA-SPs_FLUXNET2015_FULLSET_MM_2007-2009_1-4.csv,False,GRA,68.0,9.31378,-79.63143,Sardinilla-Pasture,2,1,Am,Tropical,C4,0.0
RU-Che,FLUXNET,2002,2005,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_RU-Che_FLUXNET2015_FULLSET_MM_2002-2005_1-4.csv,False,WET,6.0,68.61304,161.34143,Cherski,19,4,Dsc,Cold,C3,0.0
RU-Cok,FLUXNET,2003,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_RU-Cok_FLUXNET2015_FULLSET_MM_2003-2014_2-4.csv,False,OSH,48.0,70.82914,147.49428,Chokurdakh,29,5,ET,Polar,C3,0.0
RU-Ha1,FLUXNET,2002,2004,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_RU-Ha1_FLUXNET2015_FULLSET_MM_2002-2004_1-4.csv,False,GRA,446.0,54.72517,90.00215,Hakasia steppe,23,4,Dwc,Cold,C3,1.15
SD-Dem,FLUXNET,2005,2009,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_SD-Dem_FLUXNET2015_FULLSET_MM_2005-2009_2-4.csv,False,SAV,500.0,13.2829,30.4783,Demokeya,4,2,BWh,Arid,C3,0.0
SJ-Adv,FLUXNET,2011,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_SJ-Adv_FLUXNET2015_FULLSET_MM_2011-2014_1-4.csv,False,WET,17.0,78.186,15.923,Adventdalen,29,5,ET,Polar,C3,0.0
SJ-Blv,FLUXNET,2008,2009,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_SJ-Blv_FLUXNET2015_FULLSET_MM_2008-2009_1-4.csv,False,SNO,25.0,78.92163,11.83109,"Bayelva, Spitsbergen",29,5,ET,Polar,C3,0.0
SN-Dhr,FLUXNET,2010,2013,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_SN-Dhr_FLUXNET2015_FULLSET_MM_2010-2013_1-4.csv,False,SAV,40.0,15.40278,-15.43222,Dahra,6,2,BSh,Arid,C3,0.0
US-Atq,FLUXNET,2003,2008,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Atq_FLUXNET2015_FULLSET_MM_2003-2008_1-4.csv,False,WET,15.0,70.4696,-157.4089,Atqasuk,29,5,ET,Polar,C3,0.0
US-Blo,FLUXNET,1997,2007,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Blo_FLUXNET2015_FULLSET_MM_1997-2007_1-4.csv,False,ENF,1315.0,38.8953,-120.6328,Blodgett Forest,9,3,Csb,Temperate,C3,0.0
US-Cop,FLUXNET,2001,2007,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Cop_FLUXNET2015_FULLSET_MM_2001-2007_1-4.csv,False,GRA,1520.0,38.09,-109.39,Corral Pocket,7,2,BSk,Arid,mix,0.0
US-GBT,FLUXNET,1999,2006,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-GBT_FLUXNET2015_FULLSET_MM_1999-2006_1-4.csv,False,ENF,3191.0,41.36579,-106.2397,GLEES Brooklyn Tower,27,4,Dfc,Cold,C3,0.16
US-GLE,FLUXNET,2004,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-GLE_FLUXNET2015_FULLSET_MM_2004-2014_1-4.csv,False,ENF,3197.0,41.36653,-106.2399,GLEES,27,4,Dfc,Cold,C3,0.16
US-Goo,FLUXNET,2002,2006,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Goo_FLUXNET2015_FULLSET_MM_2002-2006_1-4.csv,False,GRA,87.0,34.2547,-89.8735,Goodwin Creek,14,3,Cfa,Temperate,unknown,1.59
US-Ha1,FLUXNET,1991,2012,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Ha1_FLUXNET2015_FULLSET_MM_1991-2012_1-4.csv,False,DBF,340.0,42.5378,-72.1715,Harvard Forest EMS Tower (HFR1),26,4,Dfb,Cold,C3,0.0
US-IB2,FLUXNET,2004,2011,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-IB2_FLUXNET2015_FULLSET_MM_2004-2011_1-4.csv,False,GRA,226.5,41.84062,-88.24103,Fermi National Accelerator Laboratory- Batavia (Prairie site),25,4,Dfa,Cold,C4,38.28
US-Ivo,FLUXNET,2004,2007,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Ivo_FLUXNET2015_FULLSET_MM_2004-2007_1-4.csv,False,WET,568.0,68.4865,-155.7503,Ivotuk,19,4,Dsc,Cold,C3,0.0
US-KS1,FLUXNET,2002,2002,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-KS1_FLUXNET2015_FULLSET_MM_2002-2002_1-4.csv,False,ENF,1.0,28.4583,-80.6709,Kennedy Space Center (slash pine),14,3,Cfa,Temperate,C3,0.0
US-KS2,FLUXNET,2003,2006,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-KS2_FLUXNET2015_FULLSET_MM_2003-2006_1-4.csv,False,CSH,3.0,28.6086,-80.6715,Kennedy Space Center (scrub oak),14,3,Cfa,Temperate,C3,0.0
US-LWW,FLUXNET,1997,1998,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-LWW_FLUXNET2015_FULLSET_MM_1997-1998_1-4.csv,False,GRA,365.0,34.9604,-97.9789,Little Washita Watershed,14,3,Cfa,Temperate,C4,31.01
US-Lin,FLUXNET,2009,2010,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Lin_FLUXNET2015_FULLSET_MM_2009-2010_1-4.csv,False,CRO,131.0,36.3566,-119.8423,Lindcove Orange Orchard,7,2,BSk,Arid,C3,1.56
US-Los,FLUXNET,2000,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Los_FLUXNET2015_FULLSET_MM_2000-2014_2-4.csv,False,WET,480.0,46.0827,-89.9792,Lost Creek,26,4,Dfb,Cold,C3,0.0
US-Me1,FLUXNET,2004,2005,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Me1_FLUXNET2015_FULLSET_MM_2004-2005_1-4.csv,False,ENF,896.0,44.5794,-121.5,Metolius - Eyerly burn,18,4,Dsb,Cold,C3,0.03
US-Me3,FLUXNET,2004,2009,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Me3_FLUXNET2015_FULLSET_MM_2004-2009_1-4.csv,False,ENF,1005.0,44.3154,-121.6078,Metolius-second young aged pine,18,4,Dsb,Cold,C3,0.03
US-Me4,FLUXNET,1996,2000,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Me4_FLUXNET2015_FULLSET_MM_1996-2000_1-4.csv,False,ENF,922.0,44.4992,-121.6224,Metolius-old aged ponderosa pine,18,4,Dsb,Cold,C3,0.03
US-Me5,FLUXNET,2000,2002,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Me5_FLUXNET2015_FULLSET_MM_2000-2002_1-4.csv,False,ENF,1188.0,44.43719,-121.56676,Metolius-first young aged pine,18,4,Dsb,Cold,C3,0.03
US-Me6,FLUXNET,2010,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Me6_FLUXNET2015_FULLSET_MM_2010-2014_2-4.csv,False,ENF,998.0,44.3232842,-121.6078,Metolius Young Pine Burn,18,4,Dsb,Cold,C3,0.03
US-Myb,FLUXNET,2010,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Myb_FLUXNET2015_FULLSET_MM_2010-2014_2-4.csv,False,WET,-4.0,38.049782,-121.76506,Mayberry Wetland,8,3,Csa,Temperate,C3,1.03
US-NR1,FLUXNET,1998,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-NR1_FLUXNET2015_FULLSET_MM_1998-2014_1-4.csv,False,ENF,3050.0,40.0329,-105.5464,Niwot Ridge Forest (LTER NWT1),27,4,Dfc,Cold,C3,0.35
US-Ne1,FLUXNET,2001,2013,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Ne1_FLUXNET2015_FULLSET_MM_2001-2013_1-4.csv,False,CRO,361.0,41.16506,-96.47664,Mead - irrigated continuous maize site,25,4,Dfa,Cold,C4,48.91
US-Ne2,FLUXNET,2001,2013,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Ne2_FLUXNET2015_FULLSET_MM_2001-2013_1-4.csv,False,CRO,362.0,41.16487,-96.4701,Mead - irrigated maize-soybean rotation site,25,4,Dfa,Cold,rotation,48.91
US-Ne3,FLUXNET,2001,2013,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Ne3_FLUXNET2015_FULLSET_MM_2001-2013_1-4.csv,False,CRO,363.0,41.17967,-96.43965,Mead - rainfed maize-soybean rotation site,25,4,Dfa,Cold,rotation,48.91
US-ORv,FLUXNET,2011,2011,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-ORv_FLUXNET2015_FULLSET_MM_2011-2011_1-4.csv,False,WET,221.0,40.0201,-83.0183,Olentangy River Wetland Research Park,25,4,Dfa,Cold,C3,33.28
US-PFa,FLUXNET,1995,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-PFa_FLUXNET2015_FULLSET_MM_1995-2014_1-4.csv,False,MF,470.0,45.9459,-90.2723,Park Falls/WLEF,26,4,Dfb,Cold,C3,2.6
US-SRC,FLUXNET,2008,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-SRC_FLUXNET2015_FULLSET_MM_2008-2014_1-4.csv,False,MF,950.0,31.9083,-110.8395,Santa Rita Creosote,6,2,BSh,Arid,C3,55.39
US-SRM,FLUXNET,2004,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-SRM_FLUXNET2015_FULLSET_MM_2004-2014_1-4.csv,False,WSA,1120.0,31.8214,-110.8661,Santa Rita Mesquite,6,2,BSh,Arid,C3,55.39
US-Sta,FLUXNET,2005,2009,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Sta_FLUXNET2015_FULLSET_MM_2005-2009_1-4.csv,False,OSH,2069.0,41.3966,-106.8024,Saratoga,7,2,BSk,Arid,C3,0.16
US-Syv,FLUXNET,2001,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Syv_FLUXNET2015_FULLSET_MM_2001-2014_1-4.csv,False,MF,540.0,46.242,-89.3477,Sylvania Wilderness Area,26,4,Dfb,Cold,C3,0.0
US-Ton,FLUXNET,2001,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Ton_FLUXNET2015_FULLSET_MM_2001-2014_1-4.csv,False,WSA,177.0,38.4316,-120.96598,Tonzi Ranch,8,3,Csa,Temperate,C3,0.0
US-Tw3,FLUXNET,2013,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Tw3_FLUXNET2015_FULLSET_MM_2013-2014_2-4.csv,False,CRO,-9.0,38.1159,-121.6467,Twitchell Alfalfa,8,3,Csa,Temperate,C3,1.03
US-Twt,FLUXNET,2009,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Twt_FLUXNET2015_FULLSET_MM_2009-2014_1-4.csv,False,CRO,-7.0,38.1087204,-121.6531,Twitchell Island,8,3,Csa,Temperate,C3,1.03
US-Var,FLUXNET,2000,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-Var_FLUXNET2015_FULLSET_MM_2000-2014_1-4.csv,False,GRA,129.0,38.4133,-120.9507,Vaira Ranch- Ione,8,3,Csa,Temperate,C3,0.0
US-WCr,FLUXNET,1999,2014,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-WCr_FLUXNET2015_FULLSET_MM_1999-2014_1-4.csv,False,DBF,520.0,45.8059,-90.0799,Willow Creek,26,4,Dfb,Cold,C3,2.6
US-WPT,FLUXNET,2011,2013,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/FLUXNET2015/FLX_US-WPT_FLUXNET2015_FULLSET_MM_2011-2013_1-4.csv,False,WET,175.0,41.464639,-82.996157,Winous Point North Marsh,25,4,Dfa,Cold,C3,0.0
