index,filename,size,country,site_id,record_count,site_IGBP,site_koppen,start_time,end_time,recorded_date_count
219,data_full_half_hourly_raw_v0_1_US-Me2.csv,97235990,US,US-Me2,230688,ENF,Cold,1/1/2002 0:00,12/31/2017 23:30,4806
220,data_full_half_hourly_raw_v0_1_FR-Tou.csv,22849769,FR,FR-Tou,52608,GRA,Temperate,1/1/2018 0:00,12/31/2020 23:30,1096
221,data_full_half_hourly_raw_v0_1_AR-Vir.csv,14564015,AR,AR-Vir,33984,ENF,Temperate,2/13/2010 0:00,6/13/2012 23:30,708
222,data_full_half_hourly_raw_v0_1_SE-Htm.csv,45101667,SE,SE-Htm,103488,ENF,Cold,1/1/2015 0:00,12/31/2020 23:30,2156
223,data_full_half_hourly_raw_v0_1_CH-Oe2.csv,122339892,CH,CH-Oe2,294192,CRO,Cold,1/1/2004 0:00,12/31/2020 23:30,6129
224,data_full_half_hourly_raw_v0_1_US-Me3.csv,37505610,US,US-Me3,91200,ENF,Cold,1/1/2004 0:00,9/30/2009 23:30,1900
225,data_full_half_hourly_raw_v0_1_RU-Che.csv,11821876,RU,RU-Che,28656,WET,Cold,7/4/2002 0:00,10/19/2005 23:30,597
226,data_full_half_hourly_raw_v0_1_IT-BCi.csv,113718403,IT,IT-BCi,258720,CRO,Temperate,5/22/2004 0:00,12/31/2020 23:30,5390
227,data_full_half_hourly_raw_v0_1_US-CRT.csv,23551163,US,US-CRT,51936,CRO,Cold,1/1/2011 0:00,12/31/2013 23:30,1082
228,data_full_half_hourly_raw_v0_1_AU-Cum.csv,16483369,AU,AU-Cum,37728,EBF,Temperate,10/19/2012 0:00,12/31/2014 23:30,786
