year,month,SITE_ID,BESS-PAR,BESS-PARdiff,BESS-RSDN,CSIF-SIFdaily,PET,Ts,ESACCI-sm,MODIS_LC,NDWI,Percent_Snow,Fpar,Lai,LST_Day,LST_Night,MODIS_PFT,gap_flag_month
2001,6,US-Los,97.0,53.0,224.0,0.3499643,-0.007356741,290.41974,0.24211201,8.0,0.26150164,0.0,0.67,2.5,294.84,281.88,SA,0.0
2001,7,US-Los,100.5,47.5,225.5,0.35197330000000004,-0.0078220445,292.42737,0.23828116,8.0,0.26495194499999997,0.0,0.76,3.45,295.11,284.19,SA,1.0
2001,8,US-Los,104.0,42.0,227.0,0.3539823,-0.008287348,294.435,0.23445031,8.0,0.26840225,0.0,0.85,4.4,295.38,286.5,SA,0.0
2001,9,US-Los,76.0,33.0,164.0,0.22492065,-0.005115159,287.06158,0.2359573,8.0,0.22074251,0.0,0.63,1.8,288.62,278.42,SA,0.0
2001,10,US-Los,51.0,21.0,113.0,0.075608835,-0.003729541,279.70355,0.26624617,8.0,0.07708751,16.387096,0.4,0.6,284.08,274.02,SA,0.0
2001,11,US-Los,26.0,12.0,56.0,0.040839136,-0.002361976,277.82532,0.2700638,8.0,0.002738521,0.0,0.41,0.6,280.38,273.58,SA,0.0
2001,12,US-Los,15.0,9.0,33.0,0.03820534,-0.001094759,268.7378,0.29145277,8.0,0.10823064,13.548388,0.35,0.5,269.14,264.22,SA,0.0
2002,1,US-Los,19.0,12.0,41.0,0.013983633,-0.000818402,265.979,0.3551779,8.0,0.58301836,96.548386,0.36,0.5,266.52,261.28,SA,0.0
2002,2,US-Los,38.0,21.0,83.0,0.007044991,-0.00166034,267.19183,0.2507756,8.0,0.5967534,99.25,0.31,0.4,267.0,260.5,SA,0.0
2002,3,US-Los,60.0,33.0,131.0,0.006087157,-0.002155446,265.89468,0.24109112,8.0,0.44401857,97.20204,0.3,0.6,269.88,258.58,SA,0.0
2002,4,US-Los,75.0,46.0,165.0,0.047946803,-0.004330576,276.75876,0.26240698,8.0,0.056128897,38.933334,0.27,0.6,279.88,268.6,SA,0.0
2002,5,US-Los,101.0,45.0,223.0,0.118231446,-0.006808847,282.02765,0.28258577,8.0,-0.005602899,0.0,0.43,1.2,289.36,276.5,SA,0.0
2002,6,US-Los,96.0,50.0,206.0,0.38953578,-0.007347815,291.2917,0.24761587,8.0,0.22790292,0.0,0.77,3.6,296.28,284.56,SA,0.0
2002,7,US-Los,122.0,50.0,266.0,0.45775148,-0.008031093,295.10294,0.23798452,8.0,0.31481996,0.0,0.84,4.6,298.44,288.54,SA,0.0
2002,8,US-Los,100.0,43.0,217.0,0.37081355,-0.007204123,292.2499,0.23867334,8.0,0.2973083,0.0,0.86,4.5,295.0,285.66,SA,0.0
2002,9,US-Los,67.0,26.0,145.0,0.23445062,-0.005616568,289.03622,0.25258395,8.0,0.24891049,0.0,0.74,2.7,292.08,282.76,SA,0.0
2002,10,US-Los,39.0,20.0,85.0,0.08826976,-0.003037743,276.6521,0.25321406,8.0,0.1389415,0.0,0.45,0.7,279.58,270.94,SA,0.0
2002,11,US-Los,22.0,13.0,49.0,0.050803892,-0.001599699,270.37183,0.24569575,8.0,0.06610174,8.2,0.44,0.7,273.72,265.54,SA,0.0
2002,12,US-Los,16.0,9.0,35.0,0.052585732,-0.000786141,265.67563,0.3069615,8.0,0.2865443,27.161291,0.32,0.4,266.68,261.1,SA,0.0
2003,1,US-Los,21.0,12.0,46.0,0.04697982,-0.000775144,258.96655,0.3551779,8.0,0.58301836,27.37012,0.36,0.5,260.64,257.6,SA,0.0
2003,2,US-Los,39.0,19.0,87.0,0.017952552,-0.0010809,259.45697,0.25867,8.0,0.5970345,98.92857,0.33,0.4,260.4,253.92,SA,0.0
2003,3,US-Los,58.0,31.0,127.0,0.038634513,-0.002578832,268.89917,0.27394605,8.0,0.46202186,63.580647,0.34,0.6,272.48,261.92,SA,0.0
2003,4,US-Los,88.0,39.0,195.0,0.07275403,-0.004819255,276.35797,0.28370056,8.0,0.019411746,28.166666,0.38,0.8,283.4,271.22,SA,0.0
2003,5,US-Los,103.0,46.0,228.0,0.1419582,-0.007015877,284.4287,0.27348146,8.0,0.03667102,0.0,0.5,1.4,292.64,277.18,SA,0.0
2003,6,US-Los,108.0,53.0,235.0,0.37900946,-0.007370114,289.91516,0.24171571,8.0,0.22247362,0.0,0.71,3.1,295.86,282.34,SA,0.0
2003,7,US-Los,115.0,51.0,248.0,0.45365614,-0.008258089,293.02985,0.231736,8.0,0.30969378,0.0,0.77,3.8,296.7,283.3,SA,0.0
2003,8,US-Los,102.0,43.0,222.0,0.36606932,-0.00769797,293.9016,0.2347017,8.0,0.2905851,0.0,0.81,3.9,297.12,284.96,SA,0.0
2003,9,US-Los,74.0,34.0,161.0,0.23780987,-0.006668933,288.25714,0.24383615,8.0,0.24181181,0.0,0.75,2.9,293.7,278.94,SA,0.0
2003,10,US-Los,48.0,21.0,104.0,0.08935155,-0.004097506,280.43243,0.27187344,8.0,0.08197994,0.0,0.51,0.9,288.98,273.62,SA,0.0
2003,11,US-Los,39.0,18.0,84.33333333333333,0.06211163233333333,-0.002900893333333333,272.60782,0.29964159333333334,8.0,0.24899274666666665,32.978495333333335,0.48333333333333334,0.8,278.36,266.4533333333333,SA,1.0
2003,12,US-Los,30.0,15.0,64.66666666666666,0.034871714666666664,-0.0017042806666666666,264.78321,0.32740974666666667,8.0,0.41600555333333333,65.95699066666667,0.45666666666666667,0.7,267.74,259.2866666666667,SA,1.0
2004,1,US-Los,21.0,12.0,45.0,0.007631797,-0.000507668,256.9586,0.3551779,8.0,0.58301836,98.935486,0.43,0.6,257.12,252.12,SA,0.0
2004,2,US-Los,40.0,20.0,88.0,0.00071728,-0.001298674,266.43387,0.25867,8.0,0.5979227,100.0,0.32,0.4,266.02,255.48,SA,0.0
2004,3,US-Los,54.0,33.0,117.0,0.007392709,-0.002124727,271.66275,0.27394605,8.0,0.43074065,93.83871,0.27,0.5,271.12,260.66,SA,0.0
2004,4,US-Los,83.0,40.0,183.0,0.07756299,-0.005162619,277.7603,0.28544983,8.0,-0.010733954,6.6666665,0.4,0.9,285.06,269.02,SA,0.0
2004,5,US-Los,91.0,48.0,197.0,0.15216807,-0.00644207,283.85382,0.2921978,8.0,0.032370675,0.0,0.45,1.2,290.8,274.68,SA,0.0
2004,6,US-Los,109.0,53.0,236.0,0.37533543,-0.007564634,288.45975,0.26190653,8.0,0.23957178,0.0,0.72,3.2,295.62,279.94,SA,0.0
2004,7,US-Los,104.0,55.0,226.0,0.44409,-0.006959334,291.55817,0.2595999,8.0,0.3076574,0.0,0.73,3.4,295.28,283.18,SA,0.0
2004,8,US-Los,93.0,44.0,200.0,0.3694627,-0.006196745,288.89844,0.24648857,8.0,0.3076546,0.0,0.78,3.7,292.28,281.08,SA,0.0
2004,9,US-Los,71.0,33.333333333333336,153.66666666666666,0.2598253433333333,-0.004900793333333334,284.00802666666664,0.26318743666666666,8.0,0.209665151,4.877777666666667,0.6533333333333333,2.666666666666667,286.72666666666663,276.9,SA,1.0
2004,10,US-Los,49.0,22.666666666666668,107.33333333333333,0.15018798666666663,-0.003604841666666667,279.11761333333334,0.2798863033333333,8.0,0.11167570199999999,9.755555333333334,0.5266666666666666,1.6333333333333333,281.17333333333335,272.72,SA,1.0
2004,11,US-Los,27.0,12.0,61.0,0.04055063,-0.00230889,274.2272,0.29658517,8.0,0.013686253,14.633333,0.4,0.6,275.62,268.54,SA,0.0
2004,12,US-Los,14.0,9.0,29.0,0.024771709,-0.000856809,264.26526,0.3079857,8.0,0.29875475,98.12144,0.3,0.4,262.52,257.44,SA,0.0
2005,1,US-Los,21.0,12.0,45.0,0.012341249,-0.000642963,259.95422,0.3551779,8.0,0.58301836,100.0,0.26,0.4,258.78,252.6,SA,0.0
2005,2,US-Los,36.0,20.0,80.0,0.020393502,-0.001293838,266.4682,0.25867,8.0,0.5967534,99.71429,0.34,0.5,269.2,258.1,SA,0.0
2005,3,US-Los,63.0,35.0,139.0,0.019090222,-0.00240849,268.52484,0.27394605,8.0,0.5436253,93.548386,0.29,0.5,271.44,258.3,SA,0.0
2005,4,US-Los,90.0,36.0,198.0,0.08111013,-0.006853074,280.44446,0.27949083,8.0,-0.0301113,0.0,0.44,0.9,287.62,271.16,SA,0.0
2005,5,US-Los,88.0,51.0,189.0,0.16740982,-0.006280512,283.6167,0.27180287,8.0,0.031424824,0.0,0.44,1.2,292.14,273.32,SA,0.0
2005,6,US-Los,122.0,52.0,267.0,0.424989,-0.008296162,292.90314,0.24748278,8.0,0.2697313,0.0,0.76,3.8,297.58,283.92,SA,0.0
2005,7,US-Los,124.0,49.0,270.0,0.45917338,-0.008736573,294.3414,0.23427376,8.0,0.32642132,0.0,0.88,5.0,299.12,286.06,SA,0.0
2005,8,US-Los,100.0,43.0,216.0,0.37550393,-0.007159397,292.3568,0.24126486,8.0,0.30417103,0.0,0.87,4.5,296.4,285.0,SA,0.0
2005,9,US-Los,80.0,32.0,175.0,0.23283876,-0.00663165,289.9104,0.24109246,8.0,0.24112484,0.0,0.76,2.7,295.26,280.64,SA,0.0
2005,10,US-Los,47.0,20.0,103.0,0.09130561,-0.003559344,282.54517,0.27620906,8.0,0.12502617,0.0,0.5,0.9,287.42,274.64,SA,0.0
2005,11,US-Los,20.0,13.0,42.0,0.039693233,-0.00170543,272.8407,0.30102527,8.0,0.067230836,41.833332,0.33,0.5,271.38,264.38,SA,0.0
2005,12,US-Los,14.0,10.0,30.0,0.020226415,-0.000552081,264.51312,0.3069615,8.0,0.2865443,98.024666,0.32,0.4,262.92,259.0,SA,0.0
2006,1,US-Los,19.0,11.0,41.0,0.018488523,-0.000960514,268.16736,0.3551779,8.0,0.5889758,97.68121,0.31,0.4,268.5,260.48,SA,0.0
2006,2,US-Los,37.0,21.0,82.0,0.013809992,-0.00112439,262.81555,0.25867,8.0,0.5975687,100.0,0.26,0.3,264.94,253.88,SA,0.0
2006,3,US-Los,69.0,33.0,152.0,0.011913219,-0.002180629,270.4387,0.27394605,8.0,0.6349161,100.0,0.31,0.5,273.14,261.1,SA,0.0
2006,4,US-Los,92.0,38.0,204.0,0.08261348,-0.006452177,280.80823,0.28276074,8.0,0.030335268,1.2,0.42,0.9,289.48,273.14,SA,0.0
2006,5,US-Los,96.0,45.0,208.0,0.21005772,-0.006677821,285.69562,0.27237147,8.0,0.081502594,0.0,0.56,1.8,292.92,278.14,SA,0.0
2006,6,US-Los,130.0,48.0,287.0,0.4427364,-0.008675888,291.00058,0.2521854,8.0,0.28044558,0.0,0.82,4.3,295.28,280.54,SA,0.0
2006,7,US-Los,123.0,48.0,270.0,0.4345197,-0.009733938,295.5551,0.24709348,8.0,0.29030183,0.0,0.85,4.7,300.5,285.52,SA,0.0
2006,8,US-Los,97.0,43.0,209.0,0.3439315,-0.006822027,292.22626,0.24264865,8.0,0.26914662,0.0,0.82,4.0,296.68,282.72,SA,0.0
2006,9,US-Los,75.0,32.0,165.0,0.20097044,-0.005089644,286.14807,0.24110235,8.0,0.2233542,0.0,0.67,2.1,290.98,277.1,SA,0.0
2006,10,US-Los,48.0,22.0,105.0,0.061107516,-0.003853567,277.63593,0.24674061,8.0,0.035244614,0.0,0.43,0.7,282.5,271.9,SA,0.0
2006,11,US-Los,24.0,13.0,54.0,0.036097325,-0.001944736,273.58267,0.29133308,8.0,0.042756476,0.0,0.35,0.5,275.26,269.96,SA,0.0
2006,12,US-Los,14.0,9.0,30.0,0.03441467,-0.00124111,268.83395,0.3069615,8.0,0.2865443,41.48387,0.31,0.4,269.4,264.06,SA,0.0
2007,1,US-Los,33.16666666666667,15.333333333333332,72.33333333333334,0.09868915833333333,-0.0027623931666666667,272.82410333333337,0.295130265,8.0,0.28306650666666666,34.56989166666667,0.395,1.0333333333333334,274.08666666666664,267.0866666666667,SA,1.0
2007,2,US-Los,52.333333333333336,21.666666666666664,114.66666666666667,0.16296364666666668,-0.004283676333333333,276.81425666666667,0.28329903,8.0,0.2795887133333333,27.655913333333338,0.48,1.666666666666667,278.7733333333333,270.11333333333334,SA,1.0
2007,3,US-Los,71.5,28.0,157.0,0.22723813500000004,-0.0058049595,280.80441,0.271467795,8.0,0.27611092,20.741935,0.565,2.3000000000000003,283.46,273.14,SA,1.0
2007,4,US-Los,90.66666666666667,34.33333333333333,199.33333333333334,0.29151262333333333,-0.0073262426666666665,284.7945633333334,0.25963656,8.0,0.27263312666666667,13.827956666666669,0.65,2.9333333333333336,288.14666666666665,276.1666666666667,SA,1.0
2007,5,US-Los,109.83333333333334,40.666666666666664,241.66666666666669,0.35578711166666666,-0.008847525833333333,288.78471666666667,0.247805325,8.0,0.2691553333333333,6.913978333333333,0.7350000000000001,3.566666666666667,292.8333333333333,279.1933333333334,SA,1.0
2007,6,US-Los,129.0,47.0,284.0,0.4200616,-0.010368809,292.77487,0.23597409,8.0,0.26567754,0.0,0.82,4.2,297.52,282.22,SA,0.0
2007,7,US-Los,119.0,52.0,260.0,0.43789005,-0.009204917,294.10004,0.23544,8.0,0.29779628,0.0,0.82,4.3,297.9,284.04,SA,0.0
2007,8,US-Los,102.0,39.0,221.0,0.34727365,-0.007760681,293.4031,0.22935955,8.0,0.2864074,0.0,0.81,4.1,298.54,284.18,SA,0.0
2007,9,US-Los,72.0,34.0,155.0,0.21029268,-0.006578349,289.03577,0.24409972,8.0,0.22291803,0.0,0.62,1.9,294.56,281.26,SA,0.0
2007,10,US-Los,76.66666666666667,36.44444444444444,165.11111111111111,0.22772250111111111,-0.006673084777777777,289.07484,0.24549406,8.0,0.22403118888888887,0.0,0.6277777777777778,2.011111111111111,294.59555555555556,281.34222222222223,SA,1.0
2007,11,US-Los,81.33333333333333,38.888888888888886,175.22222222222223,0.24515232222222222,-0.0067678205555555555,289.11391000000003,0.2468884,8.0,0.22514434777777778,0.0,0.6355555555555555,2.1222222222222222,294.6311111111111,281.4244444444444,SA,1.0
2007,12,US-Los,86.0,41.333333333333336,185.33333333333334,0.26258214333333335,-0.006862556333333333,289.15298,0.24828274,8.0,0.22625750666666666,0.0,0.6433333333333333,2.2333333333333334,294.6666666666667,281.50666666666666,SA,1.0
2008,1,US-Los,90.66666666666667,43.77777777777778,195.44444444444446,0.28001196444444443,-0.006957292111111111,289.19205,0.24967708,8.0,0.22737066555555555,0.0,0.6511111111111111,2.344444444444444,294.70222222222225,281.5888888888889,SA,1.0
2008,2,US-Los,95.33333333333334,46.22222222222222,205.55555555555554,0.29744178555555556,-0.0070520278888888885,289.23112000000003,0.25107142,8.0,0.22848382444444446,0.0,0.6588888888888889,2.4555555555555557,294.73777777777775,281.6711111111111,SA,1.0
2008,3,US-Los,100.0,48.66666666666667,215.66666666666666,0.3148716066666667,-0.007146763666666667,289.27019,0.25246576,8.0,0.22959698333333334,0.0,0.6666666666666666,2.5666666666666664,294.7733333333333,281.75333333333333,SA,1.0
2008,4,US-Los,104.66666666666667,51.111111111111114,225.77777777777777,0.33230142777777777,-0.007241499444444444,289.30926,0.25386010000000003,8.0,0.23071014222222222,0.0,0.6744444444444444,2.6777777777777776,294.8088888888889,281.8355555555556,SA,1.0
2008,5,US-Los,109.33333333333334,53.55555555555556,235.88888888888889,0.34973124888888885,-0.0073362352222222215,289.34833000000003,0.25525444,8.0,0.23182330111111113,0.0,0.6822222222222222,2.7888888888888888,294.84444444444443,281.91777777777776,SA,1.0
2008,6,US-Los,114.0,56.0,246.0,0.36716107,-0.007430971,289.3874,0.25664878,8.0,0.23293646,0.0,0.69,2.9,294.88,282.0,SA,0.0
2008,7,US-Los,122.0,50.0,267.0,0.44258288,-0.008466199,292.75616,0.22703078,8.0,0.31776035,0.0,0.83,4.5,296.84,284.7,SA,0.0
2008,8,US-Los,111.0,42.0,243.0,0.37105587,-0.00823345,292.50668,0.22182344,8.0,0.3108061,0.0,0.85,4.4,295.7,283.12,SA,0.0
2008,9,US-Los,73.0,34.0,159.0,0.24610956,-0.006399654,288.67212,0.2341124,8.0,0.2696827,0.0,0.74,2.8,292.02,280.3,SA,0.0
2008,10,US-Los,74.0,34.76190476190476,160.95238095238096,0.2545538357142857,-0.006404261285714286,288.76217285714284,0.2343523519047619,8.0,0.2703720095238095,0.0,0.7409523809523809,2.852380952380952,292.1342857142857,280.41333333333336,SA,1.0
2008,11,US-Los,75.0,35.523809523809526,162.9047619047619,0.26299811142857143,-0.006408868571428572,288.85222571428574,0.2345923038095238,8.0,0.27106131904761904,0.0,0.7419047619047618,2.9047619047619047,292.24857142857144,280.5266666666667,SA,1.0
2008,12,US-Los,76.0,36.285714285714285,164.85714285714286,0.2714423871428571,-0.006413475857142858,288.9422785714286,0.2348322557142857,8.0,0.27175062857142857,0.0,0.7428571428571429,2.957142857142857,292.36285714285714,280.64,SA,1.0
2009,1,US-Los,77.0,37.04761904761905,166.8095238095238,0.27988666285714286,-0.006418083142857143,289.0323314285714,0.23507220761904762,8.0,0.2724399380952381,0.0,0.7438095238095238,3.0095238095238095,292.47714285714284,280.75333333333333,SA,1.0
2009,2,US-Los,78.0,37.80952380952381,168.76190476190476,0.28833093857142855,-0.006422690428571429,289.1223842857143,0.23531215952380952,8.0,0.2731292476190476,0.0,0.7447619047619047,3.0619047619047617,292.59142857142854,280.8666666666667,SA,1.0
2009,3,US-Los,79.0,38.57142857142857,170.71428571428572,0.2967752142857143,-0.006427297714285714,289.21243714285714,0.23555211142857144,8.0,0.27381855714285713,0.0,0.7457142857142857,3.114285714285714,292.7057142857143,280.98,SA,1.0
2009,4,US-Los,80.0,39.333333333333336,172.66666666666666,0.30521949,-0.006431905,289.30249,0.23579206333333333,8.0,0.27450786666666666,0.0,0.7466666666666667,3.1666666666666665,292.82,281.09333333333336,SA,1.0
2009,5,US-Los,81.0,40.095238095238095,174.61904761904762,0.3136637657142857,-0.006436512285714286,289.39254285714287,0.23603201523809522,8.0,0.2751971761904762,0.0,0.7476190476190476,3.2190476190476187,292.9342857142857,281.20666666666665,SA,1.0
2009,6,US-Los,82.0,40.857142857142854,176.57142857142856,0.3221080414285714,-0.0064411195714285715,289.4825957142857,0.23627196714285714,8.0,0.2758864857142857,0.0,0.7485714285714286,3.2714285714285714,293.04857142857145,281.32,SA,1.0
2009,7,US-Los,83.0,41.61904761904762,178.52380952380952,0.33055231714285715,-0.006445726857142857,289.57264857142854,0.23651191904761903,8.0,0.2765757952380952,0.0,0.7495238095238095,3.3238095238095235,293.16285714285715,281.43333333333334,SA,1.0
2009,8,US-Los,84.0,42.38095238095238,180.47619047619048,0.33899659285714284,-0.006450334142857143,289.66270142857144,0.23675187095238096,8.0,0.2772651047619048,0.0,0.7504761904761905,3.376190476190476,293.27714285714285,281.5466666666667,SA,1.0
2009,9,US-Los,85.0,43.14285714285714,182.42857142857142,0.34744086857142853,-0.006454941428571429,289.7527542857143,0.23699182285714285,8.0,0.2779544142857143,0.0,0.7514285714285714,3.4285714285714284,293.39142857142855,281.66,SA,1.0
2009,10,US-Los,86.0,43.904761904761905,184.38095238095238,0.35588514428571427,-0.006459548714285715,289.8428071428571,0.23723177476190477,8.0,0.27864372380952385,0.0,0.7523809523809524,3.480952380952381,293.5057142857143,281.77333333333337,SA,1.0
2009,11,US-Los,87.0,44.666666666666664,186.33333333333334,0.36432942,-0.006464156,289.93286,0.23747172666666666,8.0,0.27933303333333337,0.0,0.7533333333333333,3.533333333333333,293.62,281.88666666666666,SA,1.0
2009,12,US-Los,88.0,45.42857142857143,188.28571428571428,0.3727736957142857,-0.006468763285714286,290.02291285714284,0.23771167857142855,8.0,0.2800223428571429,0.0,0.7542857142857143,3.5857142857142854,293.7342857142857,282.0,SA,1.0
2010,1,US-Los,89.0,46.19047619047619,190.23809523809524,0.3812179714285714,-0.006473370571428571,290.1129657142857,0.23795163047619047,8.0,0.2807116523809524,0.0,0.7552380952380953,3.638095238095238,293.84857142857146,282.11333333333334,SA,1.0
2010,2,US-Los,90.0,46.95238095238095,192.1904761904762,0.38966224714285713,-0.006477977857142857,290.2030185714286,0.23819158238095237,8.0,0.28140096190476194,0.0,0.7561904761904762,3.6904761904761902,293.96285714285716,282.2266666666667,SA,1.0
2010,3,US-Los,91.0,47.714285714285715,194.14285714285714,0.3981065228571429,-0.006482585142857143,290.2930714285714,0.23843153428571429,8.0,0.28209027142857146,0.0,0.7571428571428571,3.742857142857143,294.07714285714286,282.34000000000003,SA,1.0
2010,4,US-Los,92.0,48.476190476190474,196.0952380952381,0.40655079857142856,-0.0064871924285714285,290.38312428571425,0.23867148619047618,8.0,0.282779580952381,0.0,0.7580952380952382,3.795238095238095,294.19142857142856,282.4533333333333,SA,1.0
2010,5,US-Los,93.0,49.23809523809524,198.04761904761904,0.41499507428571425,-0.006491799714285714,290.47317714285714,0.2389114380952381,8.0,0.2834688904761905,0.0,0.7590476190476191,3.8476190476190473,294.3057142857143,282.56666666666666,SA,1.0
2010,6,US-Los,94.0,50.0,200.0,0.42343935,-0.006496407,290.56323,0.23915139,8.0,0.2841582,0.0,0.76,3.9,294.42,282.68,SA,0.0
2010,7,US-Los,110.0,48.0,237.0,0.42111897,-0.007920533,293.7821,0.23874705,8.0,0.30419454,0.0,0.79,3.9,297.38,287.36,SA,0.0
2010,8,US-Los,105.0,40.0,229.0,0.32698175,-0.007765099,293.88623,0.23082522,8.0,0.27807876,0.0,0.84,4.3,297.3,287.26,SA,0.0
2010,9,US-Los,72.0,30.0,156.0,0.18801354,-0.004816957,285.78482,0.24288198,8.0,0.21981208,0.0,0.64,1.9,289.4,277.58,SA,0.0
2010,10,US-Los,71.21951219512195,29.78048780487805,154.390243902439,0.18387125712195124,-0.004723016975609756,285.1324970731708,0.24326705365853657,8.0,0.22899123780487804,2.412891951219512,0.631219512195122,1.8634146341463413,288.7492682926829,276.8760975609756,SA,1.0
2010,11,US-Los,70.4390243902439,29.5609756097561,152.78048780487805,0.17972897424390244,-0.004629076951219512,284.4801741463415,0.24365212731707317,8.0,0.23817039560975609,4.825783902439024,0.6224390243902439,1.8268292682926828,288.0985365853658,276.1721951219512,SA,1.0
2010,12,US-Los,69.65853658536585,29.341463414634145,151.17073170731706,0.17558669136585367,-0.004535136926829268,283.82785121951224,0.24403720097560974,8.0,0.24734955341463413,7.2386758536585365,0.6136585365853658,1.7902439024390242,287.44780487804877,275.4682926829268,SA,1.0
2011,1,US-Los,68.8780487804878,29.121951219512194,149.5609756097561,0.1714444084878049,-0.004441196902439024,283.17552829268294,0.24442227463414634,8.0,0.2565287112195122,9.651567804878049,0.6048780487804878,1.7536585365853659,286.79707317073166,274.7643902439024,SA,1.0
2011,2,US-Los,68.09756097560975,28.902439024390244,147.9512195121951,0.1673021256097561,-0.00434725687804878,282.5232053658537,0.2448073482926829,8.0,0.26570786902439025,12.06445975609756,0.5960975609756097,1.7170731707317073,286.1463414634146,274.06048780487805,SA,1.0
2011,3,US-Los,67.3170731707317,28.682926829268293,146.34146341463415,0.16315984273170733,-0.004253316853658536,281.8708824390244,0.2451924219512195,8.0,0.2748870268292683,14.477351707317073,0.5873170731707318,1.6804878048780487,285.49560975609756,273.3565853658536,SA,1.0
2011,4,US-Los,66.53658536585365,28.463414634146343,144.73170731707316,0.15901755985365854,-0.004159376829268293,281.21855951219516,0.24557749560975609,8.0,0.28406618463414635,16.890243658536583,0.5785365853658537,1.6439024390243901,284.84487804878046,272.65268292682924,SA,1.0
2011,5,US-Los,65.7560975609756,28.24390243902439,143.1219512195122,0.15487527697560977,-0.004065436804878049,280.56623658536586,0.24596256926829269,8.0,0.2932453424390244,19.303135609756097,0.5697560975609757,1.6073170731707316,284.1941463414634,271.94878048780487,SA,1.0
2011,6,US-Los,64.97560975609755,28.024390243902438,141.5121951219512,0.15073299409756097,-0.003971496780487805,279.9139136585366,0.24634764292682926,8.0,0.30242450024390244,21.71602756097561,0.5609756097560976,1.5707317073170732,283.5434146341463,271.2448780487805,SA,1.0
2011,7,US-Los,64.1951219512195,27.804878048780488,139.90243902439025,0.1465907112195122,-0.003877556756097561,279.2615907317073,0.24673271658536586,8.0,0.3116036580487805,24.12891951219512,0.5521951219512196,1.5341463414634147,282.89268292682925,270.54097560975606,SA,1.0
2011,8,US-Los,63.41463414634146,27.585365853658537,138.29268292682926,0.14244842834146343,-0.003783616731707317,278.6092678048781,0.24711779024390243,8.0,0.32078281585365853,26.541811463414632,0.5434146341463415,1.497560975609756,282.2419512195122,269.8370731707317,SA,1.0
2011,9,US-Los,62.63414634146341,27.365853658536587,136.6829268292683,0.13830614546341463,-0.003689676707317073,277.9569448780488,0.24750286390243903,8.0,0.3299619736585366,28.954703414634146,0.5346341463414634,1.4609756097560975,281.5912195121951,269.1331707317073,SA,1.0
2011,10,US-Los,61.853658536585364,27.146341463414636,135.0731707317073,0.13416386258536586,-0.0035957366829268292,277.30462195121953,0.2478879375609756,8.0,0.3391411314634146,31.36759536585366,0.5258536585365854,1.424390243902439,280.94048780487805,268.42926829268293,SA,1.0
2011,11,US-Los,61.073170731707314,26.926829268292682,133.46341463414635,0.1300215797073171,-0.0035017966585365852,276.6522990243903,0.2482730112195122,8.0,0.3483202892682927,33.78048731707317,0.5170731707317073,1.3878048780487804,280.289756097561,267.7253658536585,SA,1.0
2011,12,US-Los,60.29268292682927,26.70731707317073,131.85365853658536,0.1258792968292683,-0.0034078566341463417,275.999976097561,0.24865808487804877,8.0,0.3574994470731707,36.19337926829268,0.5082926829268293,1.3512195121951218,279.6390243902439,267.0214634146341,SA,1.0
2012,1,US-Los,59.51219512195122,26.48780487804878,130.2439024390244,0.12173701395121952,-0.0033139166097560977,275.34765317073175,0.24904315853658537,8.0,0.3666786048780488,38.606271219512195,0.4995121951219512,1.3146341463414632,278.98829268292684,266.31756097560975,SA,1.0
2012,2,US-Los,58.73170731707317,26.26829268292683,128.6341463414634,0.11759473107317074,-0.0032199765853658537,274.69533024390245,0.24942823219512195,8.0,0.3758577626829268,41.01916317073171,0.49073170731707316,1.2780487804878047,278.33756097560973,265.6136585365854,SA,1.0
2012,3,US-Los,57.951219512195124,26.048780487804876,127.02439024390245,0.11345244819512196,-0.00312603656097561,274.0430073170732,0.24981330585365855,8.0,0.3850369204878049,43.43205512195122,0.48195121951219516,1.2414634146341463,277.6868292682927,264.90975609756094,SA,1.0
2012,4,US-Los,57.170731707317074,25.829268292682926,125.41463414634146,0.10931016531707319,-0.003032096536585366,273.3906843902439,0.25019837951219515,8.0,0.3942160782926829,45.84494707317073,0.4731707317073171,1.2048780487804878,277.03609756097563,264.20585365853657,SA,1.0
2012,5,US-Los,56.390243902439025,25.609756097560975,123.8048780487805,0.1051678824390244,-0.002938156512195122,272.73836146341466,0.2505834531707317,8.0,0.403395236097561,48.25783902439024,0.46439024390243905,1.1682926829268292,276.3853658536585,263.5019512195122,SA,1.0
2012,6,US-Los,55.609756097560975,25.390243902439025,122.1951219512195,0.10102559956097562,-0.002844216487804878,272.08603853658536,0.2509685268292683,8.0,0.41257439390243905,50.67073097560976,0.45560975609756105,1.1317073170731708,275.7346341463415,262.7980487804878,SA,1.0
2012,7,US-Los,54.829268292682926,25.170731707317074,120.58536585365854,0.09688331668292685,-0.002750276463414634,271.4337156097561,0.25135360048780486,8.0,0.4217535517073171,53.083622926829264,0.446829268292683,1.0951219512195123,275.08390243902437,262.0941463414634,SA,1.0
2012,8,US-Los,54.048780487804876,24.951219512195124,118.97560975609755,0.09274103380487807,-0.0026563364390243902,270.7813926829268,0.2517386741463415,8.0,0.43093270951219514,55.49651487804878,0.43804878048780493,1.0585365853658537,274.4331707317073,261.390243902439,SA,1.0
