"SITE_ID","SITE_IGBP","month","TA_F_avg","VPD_F_avg","P_F_avg","NETRAD_avg","NEE_VUT_REF_avg","NEE_VUT_REF_QC_avg","NEE_CUT_REF_avg","NEE_CUT_REF_QC_avg","GPP_NT_VUT_REF_avg","GPP_DT_VUT_REF_avg","GPP_NT_CUT_REF_avg","GPP_DT_CUT_REF_avg","RECO_NT_VUT_REF_avg","RECO_DT_VUT_REF_avg","RECO_NT_CUT_REF_avg","RECO_DT_CUT_REF_avg","ET_avg","BESS-PAR_avg","BESS-PARdiff_avg","BESS-RSDN_avg","CSIF-SIFdaily_avg","CSIF-SIFinst_avg","PET_avg","Ts_avg","Tmean_avg","prcp_avg","vpd_avg","prcp-lag3_avg","ESACCI-sm_avg","b1_avg","b2_avg","b3_avg","b4_avg","b5_avg","b6_avg","b7_avg","EVI_avg","GCI_avg","NDVI_avg","NDWI_avg","NIRv_avg","kNDVI_avg","Percent_Snow_avg","Fpar_avg","Lai_avg","LST_Day_avg","LST_Night_avg","CO2_concentration_avg","dataset","MODIS_IGBP","MODIS_PFT","koppen_sub","koppen","hemisphere","LOCATION_LAT","LOCATION_LONG"
"CA-Gro","MF",9,12.3237777777778,4.20877777777778,3.12711111111111,78.1986415111111,-0.210306888888889,0.972530777777778,-0.225010111111111,0.981018555555556,4.75715777777778,4.33355555555556,4.77484444444444,4.40551222222222,4.47743888888889,4.56261333333333,4.61963111111111,4.62192111111111,3.48674082222222,66,32,142.777777777778,0.179877834444444,0.534389263333333,-0.0160806307777778,286.004536666667,286.037453333333,0.00338199755555556,0.392304167777778,0.010009564,0.242953056666667,0.0264111095555556,0.2123937,0.0171044436666667,0.0363683332222222,0.209094433333333,0.110612221444444,0.0418855528888889,0.373886994444444,4.87523387777778,0.775284072222222,0.312620501111111,0.165667513333333,0.537474764444444,0.125925922222222,0.714444444444444,2.41111111111111,289.624444444444,278.546666666667,383.729444444444,"AmeriFlux","MF","MF","Dfb","Cold","N",48.2167,-82.1556
"CA-Gro","MF",10,5.19077777777778,2.39,2.39777777777778,37.3437244577778,0.654806444444444,0.966846,0.641286555555556,0.969384666666667,1.69141,1.58115222222222,1.69481666666667,1.62794777777778,2.34423111111111,2.19651333333333,2.35402666666667,2.23261444444444,1.82900912222222,38.5555555555556,19.6666666666667,83.3333333333333,0.0575906183333333,0.192714695555556,-0.0101065726666667,278.401472222222,278.544853333333,0.00254493922222222,0.202072005555556,0.00907297522222222,0.248076831111111,0.0299750812222222,0.143435127777778,0.0168508475555556,0.0318475675555556,0.156970778888889,0.0953856813333333,0.0442364137777778,0.23640277,3.51821442222222,0.652707106666667,0.198225651111111,0.0939092297777778,0.402185104444444,0.0278539122222222,0.547777777777778,0.966666666666667,282.228888888889,271.611111111111,383.809444444444,"AmeriFlux","MF","MF","Dfb","Cold","N",48.2167,-82.1556
"CA-Gro","MF",11,-1.53414285714286,1.21428571428571,2.00028571428571,8.45053816142857,0.784968571428571,0.981349428571429,0.779617285714286,0.984821571428571,0.305473714285714,0.226312142857143,0.305057142857143,0.226755571428571,1.08826757142857,0.838281857142857,1.09869142857143,0.860243142857143,0.536447402857143,18.5714285714286,11,40.4285714285714,0.0362928815714286,0.138997802857143,-0.00572530457142857,271.444647142857,271.685507142857,0.002160245,0.121133945714286,0.008109525,0.262677618571429,0.0281690895714286,0.124900321428571,0.0162701931428571,0.0279589732857143,0.13165743,0.0792231184285714,0.0409328985714286,0.206359367142857,3.55053291428571,0.633342634285714,0.225067277142857,0.0790830364285714,0.381605337142857,12.7010024285714,0.42,0.614285714285714,273.051428571429,265.505714285714,384.482857142857,"AmeriFlux","MF","MF","Dfb","Cold","N",48.2167,-82.1556
"CA-Gro","MF",12,-9.49066666666667,0.579333333333333,1.50666666666667,1.296166609,0.647054333333333,0.894713333333333,0.652662666666667,0.895161333333333,0.0564539333333333,0.0395914033333333,0.0847754,0.0378629733333333,0.742233666666667,0.557348333333333,0.732437333333333,0.564833333333333,0.218005693333333,14,8,30.3333333333333,0.0260568843333333,0.10945541,-0.002656281,262.53159,262.794176666667,0.001593427,0.061514588,0.007183102,0.250178963333333,0.15842908,0.244236296666667,0.157548776666667,0.16099182,0.159074113333333,0.0628515646666667,0.0341477056666667,0.21174424,0.69202948,0.23537518,0.579650373333333,0.0532094006666667,0.0666768076666667,66.0752693333333,0.366666666666667,0.466666666666667,261.14,256.826666666667,378.943333333333,"AmeriFlux","MF","MF","Dfb","Cold","N",48.2167,-82.1556
"CA-Man","ENF",2,-20.9586666666667,0.197,0.061,36.47385512,0.235831,0.983135,0.225765333333333,0.983135,-0.0196999333333333,0.0175489666666667,-0.0986526333333333,0.0141083633333333,0.1548795,0.103574566666667,0.133225666666667,0.0966272,1.49512253333333,25.3333333333333,11.3333333333333,57.3333333333333,0.027883843,0.109615460666667,-0.00130119433333333,251.55671,251.565233333333,0.000601704333333333,0.031885939,0.00176727466666667,0.2171107,0.22885918,0.198342333333333,0.23869289,0.242156196666667,0.20296069,0.0743462966666667,0.038188542,0.23270311,0.295644626666667,0.156080943333333,0.615475166666667,0.0482803433333333,0.0248321553333333,98.1309533333333,0.28,0.366666666666667,250.54,243.553333333333,371.73,"FLUXNET","WSA","SA","Dfc","Cold","N",55.87962,-98.48081
"CA-Man","ENF",4,-1.883,2.52866666666667,0.507333333333333,124.56897,0.364972333333333,0.993518333333333,0.363161666666667,0.992361,0.328885933333333,0.249776166666667,0.295690266666667,0.2517351,0.700691,0.388634,0.677397666666667,0.400557,5.85447923333333,83,37,186,0.041705645,0.1124332,-0.0126677876666667,269.722826666667,269.454873333333,0.00120701166666667,0.15995117,0.00317052933333333,0.254518803333333,0.25320372,0.32954186,0.239581586666667,0.25832113,0.179141606666667,0.0743537983333333,0.0360329416666667,0.181350826666667,0.343440323333333,0.144361732,0.620269366666667,0.043874309,0.0268643363333333,85.0444433333333,0.17,0.266666666666667,272.966666666667,260.966666666667,380.248333333333,"FLUXNET","WSA","SA","Dfc","Cold","N",55.87962,-98.48081
"CA-Man","ENF",5,7.45133333333333,5.62866666666667,1.382,168.771849266667,-1.16487166666667,0.990815666666667,-1.14799833333333,0.990815666666667,2.67033,2.69242,2.64278666666667,2.60635333333333,1.49983933333333,1.37338466666667,1.48094966666667,1.39470966666667,5.85451966666667,106,44,235.666666666667,0.0923226833333333,0.223346063333333,-0.0252301546666667,279.70559,279.44559,0.00183085733333333,0.406991213333333,0.004068718,0.311255326666667,0.08542204,0.14170644,0.064854838,0.087388171,0.185086013333333,0.126879025333333,0.0659166646666667,0.220690766666667,2.01856883333333,0.477428063333333,0.180993435666667,0.081527635,0.248722178333333,16.6666666666667,0.47,1.1,285.88,273.153333333333,373.31,"FLUXNET","WSA","SA","Dfc","Cold","N",55.87962,-98.48081
"CA-Man","ENF",6,14.508,8.409,1.46933333333333,175.254022333333,-1.49667666666667,0.953240666666667,-1.48648333333333,0.953703666666667,4.51307666666667,4.72469,4.47785333333333,4.77994333333333,2.96363,3.42824666666667,2.96644333333333,3.42869666666667,6.2855203,116,48.6666666666667,252,0.20273319,0.468298266666667,-0.02888153,287.255736666667,287.056646666667,0.00193468233333333,0.63615043,0.00497349733333333,0.30616365,0.040778176,0.162645068666667,0.0238441653333333,0.0499265193333333,0.218183006666667,0.14919705,0.0702402283333333,0.304888846666667,2.89644893333333,0.650089286666667,0.12947707,0.127515483333333,0.39986159,0,0.623333333333333,1.9,293.986666666667,280.586666666667,373.266666666667,"FLUXNET","WSA","SA","Dfc","Cold","N",55.87962,-98.48081
"CA-Man","ENF",7,18.194,8.4445,1.6405,145.96168475,-0.913073,0.9734545,-0.9332525,0.9734545,5.107525,6.26293,5.208905,6.297225,4.2614,5.83433,4.357425,5.65471,4.4246895,102.5,48,220.5,0.252614235,0.59980035,-0.026305411,290.80515,290.743,0.0027295445,0.66346927,0.0071111305,0.34691463,0.0328112895,0.220508865,0.0207822585,0.047962905,0.224708065,0.13797096,0.056443547,0.371979515,3.622404,0.74086919,0.23055754,0.16346648,0.499629435,0,0.715,2.55,295.6,283.21,371.5125,"FLUXNET","WSA","SA","Dfc","Cold","N",55.87962,-98.48081
"CA-Man","ENF",8,17.5635,7.56525,1.20675,131.655701575,-0.16038525,0.981855,-0.182639,0.981183,4.942555,5.3368,5.10053,5.331555,4.8328175,5.3099025,4.94982,5.502535,2.8477655,84.75,38,184,0.1964580025,0.510736065,-0.02257665075,290.0994675,290.07433,0.00252587625,0.58934281,0.00790557025,0.301972575,0.0288387095,0.2011282325,0.0182701605,0.0422725845,0.2081007925,0.1230758075,0.0494822525,0.3480256225,3.770535925,0.749290415,0.240706115,0.150716495,0.5090135625,0,0.7425,2.45,294.07,281.9,374.9225,"FLUXNET","WSA","SA","Dfc","Cold","N",55.87962,-98.48081
"CA-Man","ENF",9,9.5305,3.361,1.95875,66.5185198075,-0.130651975,0.96354175,-0.0894216125,0.9640625,2.7447975,2.8855225,2.84979,2.9415225,2.61995,2.6881775,2.7515875,2.71696,1.942253825,50,25.5,108,0.10033669975,0.298613865,-0.01330281625,282.2846,282.35901,0.00230649225,0.28782792,0.00841667525,0.2921553775,0.0327416645,0.1664787525,0.0194045825,0.04076916325,0.18033917,0.10991957625,0.0469924975,0.2745298825,3.087183,0.6693714625,0.20415743,0.1119497825,0.4206937575,0,0.6025,1.225,285.5,274.66,374.48625,"FLUXNET","WSA","SA","Dfc","Cold","N",55.87962,-98.48081
"CA-Man","ENF",10,1.3722,1.3588,0.5396,31.89816754,0.4216662,0.9705646,0.367398,0.9708334,0.8160856,0.7589688,0.7513626,0.7516578,1.223858,1.0134988,1.093681,1.076945,0.601182376,27.2,14.8,58.6,0.0449852498,0.1606818,-0.007082946,273.449446,273.650798,0.0014463996,0.131658137,0.0064269862,0.276586604,0.032166537,0.127007912,0.0187188672,0.0342590492,0.141447578,0.0916848168,0.0436899444,0.200770442,2.78987942,0.600030008,0.161728768,0.0758938208,0.346230868,5.35083968,0.436,0.66,275.048,266.216,375.178,"FLUXNET","WSA","SA","Dfc","Cold","N",55.87962,-98.48081
"CA-Man","ENF",11,-10.425,0.351333333333333,0.166333333333333,10.6244393263333,0.556951,0.978009,0.551247,0.937037,0.0665067,0.000975363333333333,-0.0071136,0.00703614666666667,0.520276,0.344029,0.549341666666667,0.316387666666667,0.0749664976666667,12,7,26,0.0310282083333333,0.135512593333333,-0.00170321533333333,261.457393333333,261.682553333333,0.001275628,0.0486945733333333,0.00482976733333333,0.2759556,0.129364544666667,0.206665433333333,0.137814502,0.141738098666667,0.13916103,0.0561098603333333,0.0288682656666667,0.20597496,0.849225246666667,0.278225443333333,0.549410586666667,0.049836029,0.101227943333333,60.5923666666667,0.266666666666667,0.366666666666667,260.253333333333,254.186666666667,378.99,"FLUXNET","WSA","SA","Dfc","Cold","N",55.87962,-98.48081
"CA-NS1","ENF",2,-19.5295,0.424,0,24.09079278,0.3981185,0.9162945,0.362411,0.9516365,-0.15128325,0.02563265,-0.1494185,0.01148315,0.2009335,0.2591995,0.230599,0.3250585,1.4579061,25,11.5,56,0.035529006,0.140261175,-0.0013865795,251.578785,251.48223,0.000482538,0.032723738,0.0021370545,0.217018725,0.21377767,0.295313955,0.228866365,0.22496998,0.190643915,0.069313455,0.0356056675,0.236714205,0.317264725,0.16163079,0.6198817,0.047416894,0.026496015,94.964285,0.365,0.5,251.72,242.2,375.81,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.8792,-98.4839
"CA-NS1","ENF",4,1.49366666666667,3.46233333333333,0.368,120.227108666667,0.4127971,0.978009333333333,0.398293333333333,0.984027666666667,0.712284533333333,0.660414133333333,0.695002,0.5935359,1.100793,0.980481,1.11768466666667,0.856408333333333,4.71650413333333,79,35.6666666666667,175.666666666667,0.065291828,0.17612688,-0.0149910486666667,271.887453333333,271.692456666667,0.00114164066666667,0.1972439,0.002539179,0.26103827,0.149942586666667,0.242687016666667,0.131316853333333,0.15290408,0.1635124,0.0889507383333333,0.0456651823333333,0.199742513333333,1.06910385333333,0.308020836666667,0.426809296666667,0.0618764753333333,0.120911086666667,46.9444443333333,0.343333333333333,0.666666666666667,275.113333333333,263.426666666667,377.241666666667,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.8792,-98.4839
"CA-NS1","ENF",5,10.2886666666667,7.61333333333333,0.479333333333333,162.3801506,-1.33199366666667,0.964829666666667,-1.35370933333333,0.975134666666667,2.98841,2.85728666666667,2.99696333333333,2.94500333333333,1.64191333333333,1.44602333333333,1.65011333333333,1.36939,5.45597616666667,103,44,229,0.0963149613333333,0.233165946666667,-0.02623111,279.189073333333,279.056176666667,0.001366209,0.431540016666667,0.00334114533333333,0.322455293333333,0.0485591373333333,0.16340215,0.0268430113333333,0.0487365576666667,0.18715591,0.136805366666667,0.072811828,0.22914076,2.39662193333333,0.544126753333333,0.0899947576666667,0.0888426733333333,0.28939435,0,0.523333333333333,1.23333333333333,286.06,271.366666666667,377.616666666667,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.8792,-98.4839
"CA-NS1","ENF",6,17.5095,9.9655,0.4975,167.77735605,-2.154565,0.9486115,-2.161355,0.945486,5.45125,5.68041,5.47316,5.649045,3.28683,3.57557,3.329305,3.46533,6.73611165,110,46,241,0.214765165,0.49615967,-0.026355028,287.117155,286.9027,0.0033025015,0.574935195,0.005840026,0.32641694,0.037641665,0.201195,0.0224099995,0.049381671,0.215124985,0.139919995,0.0640433275,0.324535685,3.0727879,0.683186565,0.178871065,0.137911235,0.43576295,0,0.64,2.05,293.27,279.71,377.65,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.8792,-98.4839
"CA-NS1","ENF",7,21.23375,11.12925,0.95925,153.800266275,-1.19970925,0.9331315,-1.13058475,0.935652,5.2758,5.81017,5.3449225,5.7916775,4.0763325,4.5570475,4.21959,4.501605,3.525055125,99,46.75,216.5,0.249218765,0.592627525,-0.02442090025,290.101345,290.04337,0.00353806975,0.6314411075,0.00738170325,0.3321366,0.03214999875,0.218254025,0.02063508025,0.0470423385,0.22241653,0.13595161,0.05612741825,0.370328365,3.656149075,0.7431934775,0.2326838925,0.16227829,0.50222393,0,0.7075,2.525,296.05,280.845,375.8375,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.8792,-98.4839
"CA-NS1","ENF",8,18.13425,7.155,0.49825,111.425320245,-0.7203095,0.96891775,-0.71768925,0.970262,4.7457725,4.932495,4.9297025,4.9066275,3.976635,4.4804425,4.2350475,4.47111,2.35230245,76.25,39,164.25,0.19940997,0.51838216,-0.01978279675,288.1475875,288.1034025,0.00283140425,0.49498786,0.00877539275,0.31348046,0.0290254035,0.203104035,0.01849879025,0.042625404,0.2063040225,0.120864522,0.0495072555,0.351254885,3.7684003,0.749678015,0.2540952625,0.152339945,0.5094500625,0,0.7125,2.3,292.46,278.69,375.16625,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.8792,-98.4839
"CA-NS1","ENF",9,11.21075,3.7645,1.10475,63.8175369375,-0.703569,0.94010425,-0.75454475,0.945139,3.4376125,3.2390075,3.520955,3.23833,2.69684,2.4541975,2.7830275,2.44563,1.99012315,50,25.5,107.5,0.095186551,0.2831907875,-0.0133856985,282.3273575,282.3692025,0.002676899,0.2859628075,0.009046373,0.309227615,0.03310499725,0.1622558325,0.0193574995,0.0407037475,0.17333583,0.105698741,0.04571458125,0.2654653075,2.98941305,0.6586642625,0.2106774925,0.1074626865,0.4090641225,0,0.5725,1.15,284.965,274.62,374.4875,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.8792,-98.4839
"CA-NS1","ENF",10,1.55066666666667,1.76833333333333,0.168666666666667,26.7950454333333,0.364342333333333,0.975134666666667,0.397798,0.97043,0.890186333333333,0.792900333333333,0.893126666666667,0.808738333333333,1.23523333333333,1.04835433333333,1.30575666666667,1.08834266666667,0.579198433333333,28.6666666666667,14.3333333333333,62.6666666666667,0.048283007,0.173721283333333,-0.00755965966666667,272.845236666667,273.015713333333,0.00121699833333333,0.144707673333333,0.00561792366666667,0.28199317,0.034493464,0.133252306666667,0.020027068,0.0365553113333333,0.145020233333333,0.094075158,0.044639591,0.20738877,2.7304692,0.593543156666667,0.173892006666667,0.0787453133333333,0.339619393333333,4.09796904666667,0.49,0.766666666666667,275.74,265.266666666667,373.52,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.8792,-98.4839
"CA-NS2","ENF",2,-16.668,0.3935,0.27,22.407539805,0.16992875,0.9791285,0.16442,0.9787045,-0.030383065,0.0844345,-0.0360644,0.0516632,0.12439785,0.2220595,0.12461775,0.2338785,1.25278165,23,11.5,52,0.0333547925,0.13152618,-0.0017066485,256.503285,256.49584,0.000756435,0.041258217,0.001834741,0.2183774,0.195865645,0.28335805,0.199943205,0.207586205,0.18693257,0.0668788775,0.0341399015,0.228069105,0.365282715,0.182646495,0.61879093,0.0517463585,0.033403488,99.714285,0.35,0.45,254.38,248.25,373.7775,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.9058,-98.5247
"CA-NS2","ENF",4,-3.60866666666667,2.33166666666667,0.531666666666667,110.406882766667,0.2019891,0.983101666666667,0.201693043333333,0.979398333333333,0.314337666666667,0.293179266666667,0.306364333333333,0.254994566666667,0.518387,0.333546,0.513189666666667,0.332586666666667,5.4689722,82.3333333333333,36.6666666666667,184,0.055305234,0.1494511,-0.0127492636666667,269.286486666667,269.085726666667,0.001363941,0.162788003333333,0.00291521133333333,0.271575393333333,0.18918077,0.27466079,0.172642553333333,0.193497776666667,0.177738213333333,0.0827987746666667,0.0416972236666667,0.191737336666667,0.733794393333333,0.235030303333333,0.50559218,0.0536651696666667,0.076649753,68.533334,0.243333333333333,0.433333333333333,271.7,261.766666666667,375.048333333333,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.9058,-98.5247
"CA-NS2","ENF",5,2.99325,4.91725,0.96425,149.890503675,-1.09471875,0.95127675,-1.103214,0.955309,2.3396275,2.1468425,2.3248425,2.0534725,1.2388165,1.0238045,1.2216005,1.0214185,6.08759675,106,43.5,236,0.0811340715,0.1964256925,-0.02466577475,278.14188,277.9134625,0.0014377145,0.3872030125,0.00376995425,0.3203368525,0.0765249925,0.1785241975,0.05364031825,0.07709677,0.1699137125,0.11562338,0.0615104775,0.20576604,1.896046575,0.4627601525,0.1953028075,0.07555943525,0.227925959,12.6209675475,0.47,1.1,284.145,270.925,376.48125,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.9058,-98.5247
"CA-NS2","ENF",6,7.90233333333333,5.961,1.86033333333333,151.368722466667,-2.35223,0.953241,-2.35260333333333,0.961342666666667,4.58304,5.13581666666667,4.55095,4.8605,2.22909333333333,2.89043,2.21207333333333,2.68133333333333,6.5606444,106.666666666667,47,233.666666666667,0.158692476666667,0.366435746666667,-0.025668256,285.87979,285.66439,0.002796335,0.535687963333333,0.005304184,0.32188336,0.0408199976666667,0.17821555,0.022305554,0.048387777,0.195887776666667,0.133847776666667,0.06569889,0.273445703333333,2.68270963333333,0.625380196666667,0.141055406666667,0.112019255333333,0.37310323,0,0.596666666666667,1.76666666666667,292.84,278.086666666667,377.58,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.9058,-98.5247
"CA-NS2","ENF",7,17.308,9.03033333333333,1.29933333333333,138.7261541,-1.94012666666667,0.939068,-1.98926,0.954301,5.01193333333333,5.51685666666667,4.97130666666667,5.35667,3.03254,3.66042666666667,3.00052,3.66765,3.31742436666667,98.3333333333333,46.3333333333333,215.666666666667,0.20233423,0.48118163,-0.0248217533333333,290.184086666667,290.1182,0.00258716433333333,0.654780396666667,0.005398667,0.32932956,0.0337962343333333,0.196651606666667,0.019789784,0.0459494593333333,0.20321613,0.129479563333333,0.0568311803333333,0.325461,3.29252013333333,0.706647,0.20592918,0.13904221,0.46164206,0,0.7,2.4,296.873333333333,281.493333333333,374.748333333333,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.9058,-98.5247
"CA-NS2","ENF",8,16.0876666666667,6.904,1.22633333333333,110.401350966667,-1.3564,0.977822666666667,-1.37676,0.981631,4.687,4.86081666666667,4.69841666666667,4.87140666666667,3.29822333333333,3.67275,3.32903666666667,3.64245666666667,2.31542546666667,82,38.3333333333333,178,0.167541376666667,0.434825936666667,-0.0220817726666667,289.756046666667,289.73086,0.002305117,0.579802663333333,0.00696711433333333,0.296457886666667,0.030101075,0.18596612,0.0175870973333333,0.041677955,0.194049456666667,0.118943009666667,0.0510134376666667,0.315607583333333,3.46812636666667,0.721351343333333,0.220055186666667,0.134184483333333,0.477968046666667,0,0.716666666666667,2.26666666666667,294.42,281.993333333333,371.918333333333,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.9058,-98.5247
"CA-NS2","ENF",9,8.65075,3.45325,1.34675,56.899405085,-0.6594485,0.9586805,-0.665237,0.96371525,2.8456425,2.832585,2.859095,2.79189,2.1685875,2.1322525,2.1880075,2.01967,2.124891925,51.5,25.5,111,0.0851065925,0.2533371775,-0.01417883975,282.711345,282.7850525,0.002140182,0.308889705,0.00686669625,0.30048614,0.03290583125,0.1556325,0.018042917,0.03977291425,0.166970415,0.104833745,0.04636499675,0.251789495,2.917950025,0.649085535,0.194194515,0.1014638115,0.39846445,0,0.5625,1.075,285.9,275.315,372.3875,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.9058,-98.5247
"CA-NS2","ENF",10,-4.55475,1.15875,0.4575,23.92087543,0.177859045,0.970262,0.1827081,0.9601815,0.67825275,0.688411,0.688519,0.62778725,0.86344825,0.698567,0.86367325,0.72469625,0.413297731,26.75,14.5,58.75,0.04940118475,0.1782214625,-0.007528943,273.1286625,273.3072725,0.00119970275,0.14340081,0.0055576335,0.27330927,0.03184086875,0.1267165075,0.017426522,0.0339612145,0.1373358875,0.0887053525,0.04330777775,0.199800775,2.758763575,0.59930124,0.177513515,0.075858839,0.3446888875,14.955008125,0.4625,0.725,274.495,266.235,372.4725,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.9058,-98.5247
"CA-NS2","ENF",11,-10.925,0.509,0.044,0.075453103,0.464878,0.985417,0.446629,0.988889,-0.0429613,0.0181335,-0.043788,0.0129873,0.402548,0.346258,0.408843,0.368893,0.0839217,13,7,28,0.039353784,0.17093521,-0.001831994,262.18185,262.57916,0.000622731,0.051783875,0.003804537,0.28301993,0.12723848,0.20432314,0.13419805,0.13799244,0.1414054,0.060038142,0.030322136,0.20231529,1.117385,0.30794585,0.5114128,0.051282987,0.13041918,46.2,0.36,0.5,261.92,255.26,374.555,"AmeriFlux","WSA","SA","Dfc","Cold","N",55.9058,-98.5247
